books;boy_toy;both_toy;hightec;boy_toy;makup_beauty;music_rap;hightec;boy_toy;hightec
0;1,60451104939194;0,514824363177095;0,729054133980095;0;0;0;0;0;3,84608976116687
0;0;0;0;0;0;0;0;0;0,915208165028695
0;0;0;0;0;0;0;1,45266075523228;0;1,3777071521048
0;0,5;0;0;0;4,17763478782849;0;0;0,5;3,57727718985513
0;0;0;2,98990254569329;0,606100003284449;4,81666284558208;0;0;0;0
0;0;0;0;0;3,67633006241002;0;0;0;0
4,71007725350097;0;0;0;3,32551957262937;0;0,772167982427482;0;0;0
0;0;0;3,71284414069394;0;0;0;0;0;0
0;0;2,91290654983041;0;0;0,5;0;0;0;0
0;4,75201934005694;3,13984315709204;3,8852054457577;4,56452106338205;1,32736598249868;0;0;0;0
0;0;0;0;0,743872053336293;0;3,90378288454552;0;0,546777230243561;0
1,70510313879005;0;0;0;4,37748225376824;0,5;0;0;0;0
0;0;0;4,83723919737955;0,5;0;0;0;0,5;0
0;4,1355997292025;2,88046118192396;0;4,26925783011562;0;0;1,81375731612265;0;0,972352814614937
2,42378772163009;0;0,5;0;1,68468414372051;0,5;0;0;1,56442990692539;0
2,51808638056651;3,18794110938345;1,88673031330109;2,94619083404541;0;0;0;1,44967567920685;0;3,11396188201102
0;0;1,16784776009985;0;3,71287107467651;0,5;1,51513636043069;3,6661116558435;0;0
2,89911661245819;0;0;0;0;2,66825206655462;0;3,14642446634659;0;2,29776647188597
0;0;2,20635033967269;0;0;0;0,588946727378735;0,631013138513553;2,95184171337254;0
0;0,404858022928238;0;0;1,85489885898069;0;0;0;0;0
2,6789026260376;0;3,12245330453033;1,90879261815399;0;0;0;0;0,90399812879227;1,7283175875099
4,33717989331911;0;0;0;3,75876641378681;0;0;0;0;0,487351387739182
0;0;0;0;0;1,55034749934;0;0;4,75365466007667;3,00806289026889
0;4,52713611141179;0;0;4,11221294529373;0,5;1,07738885170659;0;0;0
0;0;2,61787902452884;0;0;0;0;0;0;0
3,60404795389811;0,5;2,33446487148035;0;0;0,5;1,0644398983868;0;0;0
0;0;0;0;0;0;0;0;0,5;0
0;2,65192279645797;0;2,04429214729196;0;4,71068906784058;0;1,15389213997586;0;0
2,67368822017391;0;2,28991295969575;0;0;0;2,81691666125176;0;0;3,25215459347337
0;0;0;0;0;2,83235327612253;0;1,99165191570839;0,678786785425053;0,884264690281947
0;0;0;0;0;0;0;3,75377658510291;0;4,68834398299844
0;1,3882098786478;2,80697613805857;0;0;0;0;1,74988928565285;0;0
0;3,38711347681801;1,71438668701536;3,77274717333389;3,19198691760748;0,5;1,11158511327188;0;0;3,15267813119696
2,44559916455559;0;0;0;3,63984680175781;0,5;0;0;0;0
0;0;0;0;0;0;2,93928454813514;0;0;0
1,43628669922998;0;0;0;0;0;0;0;3,33535251968324;0
0;0;2,24818638211497;0;0;0;2,70027103074839;0;0;0
0;0;0;0;0;0,5;0;1,62142521730691;0;0
0;0;0;0;0;0;0;0;0,5;0
0;0;0;0;0;0;0;2,11341649857974;0,683997276790439;0
0;0;0;0;0;0;0;0;0;2,71845607493001
0;0;0;0;0;4,14847271663531;0;0;0;0
2,70399262882024;0;0;0;0;0,5;0;0;0,5;4,86418633156651
3,49639078671876;0;0;0;1,26867410133997;0;0;0;0;0
0;0;0;3,15757015960178;0;0;0;2,82852361389833;0;2,50433624279887
2,03806622235014;0,5;0;0;0;0;1,46808128360104;0;0;0
2,14831446723468;0;0;1,37178949283985;0;2,57164339095896;0;0;0,836149498278345;0,679497612723847
0;0;0;0;0;4,47275928150525;0;0;0;2,95734572410583
0;0;0;0;0;4,78290037521296;4,60852738079081;0;0;0
2,70636713444552;4,94594880284087;0;0;4,10843371372131;1,75272361596707;0;3,80830244664489;0;0
3,62820883869576;0;0,5;0;0;0;3,36288593959198;0;0;0
3,35181183337784;0;0;0;0;0;0;0;4,97486242837033;4,1901714332356
3,07815829574976;0;0;0;0,815847751365904;4,90990599706299;2,72761719242093;0;0;0
4,61861402244243;1,16305704445721;0;2,7506856544645;2,11208057944294;0;0;0;0;0
0;0;0;4,2070948952842;0;0;0;3,99955327576006;0;0
0;0;0;1,61961555480957;4,26061835012427;0;1,80384171009064;0;4,1926280875656;0
0;0;0;1,71413489115151;0;0;0;0;0;0,840045304894468
0;0;1,2250392102753;0;0,5;0;0;4,86690235137939;0;0
0;0;0,893520082064681;0;0;0,5;1,38528330781743;0;0,981725154203235;0
0;1,80650812378456;0,5;0;0;0;0;0;1,29743382255427;0
0;0;0;0;0;0;1,79733374472583;0;0,5;0
4,22468175516682;0,887082699400877;1,86313857574162;0;0;0,5;0;0;0,949928193562631;0
0;4,43801756037307;3,22675220818573;0;4,34847245335042;0;2,58001744448208;4,90313053131104;0;0
2,28045612214154;0,5;0;3,74631297716234;0;0;0;0;0;0
0;0;0;0;0;0;0;0;4,59284047111535;0
0;1,07993924617767;0;0;0;0,5;0;4,81738918731799;0;0
3,06648444992792;0;0,5;0;0;0;0;4,51345252990723;1,190601121723;0
0;4,75695076014705;0;4,99704144243013;0;0;0;0;0;0
4,81519854292981;0;0;1,85175589884247;0;0;0;1,26971681824406;3,01332715177598;0
2,16059957079617;0;3,05161094665527;0;4,8979843868399;0;0;0;4,16208429688685;0
0;3,06081472712607;0;0;4,3822541736915;0;1,46855506974671;1,50424946379114;3,68051843563119;0
3,44261204285669;0;0;0;0,506858002630462;4,60315334173066;0;2,15826040839695;0;0
0;0;2,17984599907875;0;0;0;0;4,29558047759141;4,27832277085554;0
0;0;1,98361480236053;1,87733578676234;0;0;0;0;0;2,53851628303528
1,52553208755587;0;0;3,16699784117145;0;0;4,73887942346692;0;0;2,11980900825924
0;0;0;0;4,81962025389989;0;1,40601142514777;0;4,36059235611958;0
0;0;0;0;0;0;1,37940076150904;0;0;0
3,36371289350265;0;0;0;0,434984534978867;0;0;4,08706828629927;0;4,57412749974715
0;0;0,591103735422298;1,11398522025625;0;0;0;0;0;0
0;0;0;0;0;0,5;1,89150741784438;0;0;0
0;0,5;1,48261064476455;2,85300205222005;0;0;0;3,88053595548521;0;0
4,02086407459381;1,1334630242239;0;0;0;0;0;0;2,60946407500164;0
0;3,65110932414006;0;0;3,90699811322009;0;2,98522424697876;0;0;0
4,65200355073996;0;0;2,48233453486223;0,5;0;3,76548898907634;0;0;0
4,13941652380834;1,97717559337616;0;0;0;0;0;0;0;0
0;0;0;0;1,30082499980927;0,5;0;0;1,04762639549916;0
3,61308036354048;0,5;1,92967994857099;0;0;0;0;0;0;0
0;0;2,49394168029257;0;3,955599415561;0;0;0;0;4,95017676798169
0;4,2365037413484;0;0;0;0;2,0929503017538;0;0;4,43117891877479
0;0;0;0;0;0;0;0;0;0
0;0;0;0;3,93808937954627;0;1,77384697355975;0;0;0
0;2,70026160995488;0;0,735403683146184;0;0;0;0;0;0
0;1,5;0;4,41935324548714;0;0;0;0;0;0
2,98560068243444;0;2,78438477627206;3,97028721821042;0;3,62605532055071;0;0;0;0
0;0;0;4,13798701303917;0;0;2,31285586874599;4,58927993503831;0;0
0;0;0;0;0;4,29628438469781;0;3,66864969845333;0,5;0
0;0;0;2,77087891370565;0;0;0;0;0;0
0;0;2,58689011893556;0;3,8217477988553;0;0;0;0;0
0;0;0;0;0;0;0;0;0,709810823765495;2,88511229953035
0;0;0;0;0;0;0;0,504140964711151;1,5117492296322;0
3,64121661877316;0;0;0;0;0,5;0;3,13495106535729;0;0
0;0,5;1,58522359681559;0;0,5;0;0;0;0,5;0
0;0;0,5;0;0;0;0;2,89274725499225;0,552048632433661;0
0;0;1,16947415129723;3,23639664274473;0;0;0;0;0;0
0;0;0,58197762541565;0;0;0;0;3,53903618386902;0;3,92621956529385
2,65651692014957;0;0;4,66249746208196;0;0;0;0;0;0
3,39768578596305;0;0;0;0;0;0;0;0;0
3,9378004916654;0;0;0;0;4,34725134835916;0;0;0;0
2,53757787567451;0;1,62310334975976;0;0;0;0;0;0;2,18704719757058
0;0;0;0;0;0;0;0;0;0
0;4,17782134477879;0;0;0;0;0;3,41336746020865;0;0
0;0;0;0;0,880591624360807;0;0,563721938088407;0;0;0
0;0,5;1,03745573062331;0;0,5;0,5;0;0;0,5;3,52297402942692
0;0;0;3,6013999276801;0;0;0;3,47256176568221;0,5;0
0;0;0;0;4,40610345425368;0;0;3,07942290468115;0;0
0;1,09220979087623;0;0;0;0;0;1,6578916311264;1,20800634273701;0
2,50390905398126;0,5;0;0;0;0;1,41567788478717;0;0;2,70334313935756
0;3,92110007345728;0;0;0;0,5;1,1923740711959;0;3,48762312507612;0
0;0,82823192646179;0;4,15018525540372;0;4,55558882213924;0;0;0,819705557925489;3,74613819864864
3,64587243955856;0;0;0;0,5;0;0;0;0;0
4,38291512121582;1,8793431366232;0;0;0,696945516484298;0;0;0;0;0
4,31446832293387;0;0;2,91059009796502;1,83531327863937;0;0;0;0;0
4,47378282317602;0,799744154931858;0,5;0;0;4,86006138280968;3,95835646146832;0;0,639719329839442;0
0;0;0;0;3,94160969832056;1,5;1,92156713452263;3,5009688569703;0;0
