boy_toy;boy_toy;music_classic;boy_toy;sport_stuff;music_rap;sport_stuff;books;books;hightec;hightec;books;music_pop;movies;music_pop;hightec;makup_beauty;music_rap;makup_beauty;gardening;movies;makup_beauty;gardening;movies;boy_toy;hightec;sport_stuff;music_rap;music_pop;makup_beauty;sport_stuff;music_rock;music_rap;sport_stuff;books;hightec;hightec;books;sport_stuff;books;books;music_pop;music_pop;sport_stuff;hightec;sport_stuff;hightec;movies;hightec;hightec
4;4;0,5;4;3;1,25;3,32820681171874;2;2,99659740552148;1,25;1,25;1,85928150306422;1,25;1,5;1,25;1,25;0,5;1,25;0,5;0,5;1,63665900455632;0,5;0,5;1,5;4;1,92542851456694;3;1,25;1,60915809455754;0,5;3;1,25;1,25;3;2;1,67428915699678;1,25;2;3;1,86537447984581;2;1,25;1,25;3;1,25;3;1,25;1,5;1,25;1,25
4,5;4,64282058907804;1,75;4,5;1,5;2;1,5;3;3;3,5;3,5;3,99122651665994;1,25;1,75;1,25;3,5;2,5;2;2,5;2,25;1,75;3,25886109483375;2,25;1,75;4,5;3,5;1,5;2;1,25;2,5;1,5;2;1,28644688347655;1,5;3;3,5;3,5;3;1,33330658186847;3;3;1,06693927341464;1,25;1,46060936686611;3,24704876413897;1,5;3,5;1,75;3,20976584787004;3,5
1,99816250801086;3,54156080635337;4,5;2,25;1,25;1,25;1,25;4,5;4,5;1,75;2,49674561829155;4,5;0,5;2;0,5;2,04179050891744;3,5;1,25;3,5;2,67212976872554;2;4,07180298169693;1,75;2;2,25;1,75;1,25;1,25;0,5;3,5;1,25;4,5;1,25;1,25;4,5;1,75;1,75;4,5;1,25;4,5;4,5;0,5;0,5;1,25;1,75;1,01954025776104;1,75;2;1,75;1,75
1,25;1,25;3,5;0,709196569029799;1,5;0,672277164027224;1,5;4,5;4,5;2,25;2,25;4,5;0,5;2,25;0,5;2,25;0,5;1,25;0,5;4,5;2,25;0,5;4,5;2,80318175899013;0,611910955799702;2,25;1,5;1,25;0,5;0,5;1,5;4;1,25;1,59784087566558;4,5;2,25;3,77412152372958;4,5;1,5;4,5;4,55943917229745;0,5;0,5;1,5;2,25;1,5;2,25;2,25;2,25;2,25
0,554523905764578;1,25;3,5;1,25;1,69691562591908;1,25;1,5;4,5;4,5;2,25;2,25;4,5;0,5;2,25;0,5;1,30910415356471;0,5;1,25;0,5;4,5;2,25;0,5;4,5;2,25;0,598149813291686;2,25;1,5;1,25;0,5;0,5;1,5;4;1,25;1,5;4,5;2,25;1,81719636163544;4,5;1,15528217896599;4,5;4,5;0,5;0,5;1,5;2,25;1,5;2,25;2,25;2,25;2,25
1,25;1,25;0,5;0;3;1,25;3;2;2;1,25;1,25;2;0,5;1,5;0,5;1,25;3,5;1,25;4,67307486509582;0,5;1,5;3,5;0,5;1,5;1,25;1,25;2,76933893317792;1,33085663632064;0,5;3,5;3;0,858697130046178;1,25;3;1,21122090993972;0,518828547801277;0,899937525577814;2;3,26804299897889;2;2;0,5;0,5;3;1,25;3,41158242403138;1,25;1,5;1,30298850000975;1,25
0,5;0,5;0,76606058271884;0,5;4;2;4;3;3;4,24985274171916;4;3;2,25299430370936;2,25;2,67643189430237;4;0,5;2;0,5;0,75;2,25;0,5;0,75;2,25;0,5;3,20380066810353;4;2;2,5;0,5;4;4,04151145743277;2;4;3;4;4;3;4;3,79653789186689;3;2,5;2,5;4;4;4;4;2,25;4;4
0,75;0,561163376346772;0,75;0,75;4;3;4;4,98047709929779;4;3,5;3,5;4;2;3;2;3,5;4,5;3;4,5;0,75;3;4,5;0,75;2,55751083165291;0,713805409247896;3,90321188741513;4;3;2;4,03064827668976;4;2,2245540117028;3;4;4;3,5;3,5;4;3,91613093899383;4;4;2;2;3,82706660070786;3,5;4;3,5;3;3,51952174236976;3,5
4;4;0,5;4;3;1,25;3,41488642683946;2;2;1,25;1,25;1,02201263793838;1,25;1,5;1,25;1,25;0,5;1,25;0,5;0,5;1,5;0,5;0,5;1,5496492746983;4;1,33964507297596;3;1,25;1,25;0,5;3;0,78964377347829;1,25;3;2;1,25;1,25;2;3;2,8097795666241;2,77438446030691;1,25;1,25;3;1,25;2,14015807776719;1,25;1,5;1,25;1,25
0,75;0,75;0,75;0,75;4;3;4;4;4;2,3461220429028;3,5;4;2;3;2;3,5;4,5;3;4,5;0,75;3;4,5;0,75;3;0,75;3,5;4;3;2;4,5;3,73076371975744;3;3;4;4;3,5;3,5;4;4;4;4;2;2;4;3,5;4;3,5;3;3,5;3,5
1,25;1,25;3,5;1,25;1,5;1,25;1,5;4,5;4,5;2,25;2,25;4,79687685090903;0,5;2,25;0;2,25;0,5;1,25;0,5;4,85749862802098;2,25;1,5;4,5;2,25;1,25;2,25;1,47199844032153;1,25;0,5;0,5;1,5;4;1,25;1,5;4,5;2,25;2,25;4,5;1,5;4,5;4,5;0,5;0,5;1,83662426650367;2,25;1,5;3,99830803903672;2,25;2,25;2,25
0,5;0,5;0,75;0,5;4;2;4;3,1423820160061;3;4;4;3;2,5;2,25;2,74386919650429;3,34278831367511;0,5;2;0,5;0,841554899859035;2,25;0;0,75;2,25;0,5;4;4;2;2,5;0,5;4;4,5;2;3,10829558042264;3;4;4;3;4,05921534218789;2,64701562963753;3;2,5;2,5;4;3,06454327705528;3,93910020540426;4;2,25;4;4
3,5;3,5;1,75;3,5;1,73340618610382;1,5;2;1,19975870810438;2,5;4;4;2,5;2,5;3,5;2,5;4;0,5;1,5;0,5;3,5;3,5;0,5;3,5;3,5;3,5;4,26951303578425;2;1,5;2,5;0,5;2;3;1,17534539949863;2,93137080498569;1,25714005774685;4;4;2,5;2;2,5;2,5;2,5;2,5;2;4;2;4;3,5;4,38988974475762;4
0,75;0,75;0,75;0,75;4;2,9565693172424;4;4;4;3,5;3,5;4;2;3;2;3,5;4,5;3;4,5;0,75;3;4,5;0,75;3;0,938225280464732;3,5;4;3;2;4,5;4;3;3;4;4;2,37255190609607;3,3698325130948;4;4;4;4;2;2;4;3,5;4;3,5;2,61020850511743;3,5;3,5
0,5;0,5;1,25;0,5;3,5;3;3,5;3;3;3,74780439108042;3;3;2,5;1,88579668076048;2,5;3;4,5;3;4,5;0,5;2,33563124473935;4,30783470874086;0,5;1,75;0,5;3,04469974201391;3,5;3,18143546682849;2,5;4,5;3,5;3,5;3;3,5;3;3;3;3;3,5;3;3;2,5;2,5;3,5458173582078;3;3,5;3;1,75;3;3
0,5;0,5;0,75;0,5;4;2;4;3;2,78121600708981;4;4;3;3,18586411009816;1,57561824730393;2,5;4;0,5;2;0,5;0,75;2,25;0,5;0,639354559424964;2,25;0,5;3,04233933894073;4;2,16198666820395;2,5;0,5;4;4,5;2;4;3;4;4;2,12018054543071;4;3;3;2,5;2,5;4;4;3,44706684464918;4;2,25;4;4
0,5;0,5;0,75;0,5;4;2;4,10250191534986;3,30024838447571;3;4;3,21063759280864;3,4577262454935;2,5;2,25;2,5;4;0,5;2;0,5;0,75;2,25;0,5;0,886526294931083;2,25;0,5;4;4,19304331261341;2;2,5;0,5;4;4,5;2;4;3;4;4;3;4;3;2,06546642354944;2,5;2,5;4;4;4;4;2,25;4;4
4;4;0,5;4;3;0,69851219966007;3,7204736944849;2,81943547810402;2;1,25;1,25;2;1,70621275073207;1,72931442583414;0,682870534566636;1,25;0,5;1,25;0,5;0,5;1,5;0,5;0,5;1,5;3,73427739773611;1,25;3;1,25;1,25;0,5;3;1,25;1,25;3;2;1,25;1,25;2;3,63723545132076;2;2;1,25;1,25;3;1,25;3;1,25;1,5;1,25;1,46770375197181
1,5;1,5;0,75;1,5;4;2,5;4;3,04880379282348;3;4,5;4,5;3;3;4;3;4,5;0,5;2,5;0,5;1,25;4;0,5;1,25;4;1,5;4,62907200755043;4;2,5;2,77570349852354;0,5;4;4,0910921781748;2,5;4,38968584844362;3;4,5;4,5;3;4;3,53230430443413;3;3;3;1,43116199970245;4,6814288840077;3,79532407447478;4,44890011635092;4;4,5;4,5
0,5;0,5;1,03983140785239;0,5;3,5;1,89099269401794;3,51780843734741;3;3;3;3;3;2,5;1,75;2,5;3;4,5;3;4,5;0,5;1,75;4,5;0,5;1,75;0,5;3;3,01148264715983;3;2,5;4,5;3,5;3,5;3;3,5;3;3;3;3;3,5;3;3;2,5;2,5;3,5;2,79370958767538;3,5;3;2,9991462554313;3;3
0,5;0,5;1,25;0,5;3,5;3;3,16196472298445;2,49225840973307;3;3;3;3;2,5;1,75;2,5;3;4,5;3;4,5;0,5;1,75;4,5;0,5;1,75;0,5;3;3,5;3;2,5;4,5;3,5;3,72686185675061;3;3,5;3;2,46870522967945;3;3;3,30284446678257;3;3;0,363250941038132;2,5;3,5;3;3,5;3;1,75;3;3
0,5;0,5;0,75;0,5;4;2;4;3;3;4;4;2,33788995460509;1,0338344671921;2,29424465833895;2,5;4;0,5;2;0,5;0,75;2,25;0,5;0,75;2,25;0,5;3,97498597250087;4,55694892143689;2;2,15168309211731;0,5;4;4,5;2;4;3;4;4;3;4;3;3;2,5;2,5;4;4;4;4,1410707371035;2,25;4;4
0,5;0,5;0,75;0,5;4;2;4;3;3;4;3,18083468087988;3;2,5;2,25;2,42717814445496;4;0,5;2;0,5;0,510389259322728;2,25;0,5;0,75;2,25;0,5;3,67573864044423;4;2;2,5;0,5;3,30454388088758;4,43890243602865;2;4;3;4;4;3;4;3;3;2,5;2,5;4;4;4;4;2,25;4;4
2,25;2,25;4,5;2,25;1,25;1,25;1,25;4,5;4,5;1,85056914591723;1,75;4,5;0,5;2;0,5;1,75;2,56566676430668;1,25;3,5;1,75;2;3,5;1,75;2;3,81899040672881;1,75;1,25;1,25;0,5;3,5;1,25;4,81399707208108;1,25;1,25;4,5;1,75;1,79573436048615;4,5;1,25;4,5;4,5;0,5;0,5;1,25;1,75;1,86872023943286;1,75;2;1,75;1,75
0,5;0,5;1,25;0,5;3,5;3;3,5;3;3;3;3;3;2,5;1,75;2,5;3;4,5;3;4,01198758977092;0,5;1,75;4,5;0,5;1,75;0,5;3;3,5;3;2,5;4,5;3,5;3,5;4,4262407214503;3,76101350307512;3;2,25929236144726;3,81953507094622;3;3,5;3;3;2,00070428848267;2,5;3,48751980601229;3;3,5;3;0,56232176328186;3;3
1,25;1,25;3,5;1,25;1,5;1,25;1,5;4,5;4,66363909638656;2,25;2,28387105198757;4,5;0,5;2,25;0,5;2,25;0,5;1,25;0,5;4,5;2,25;0,5;4,5;2,25;1,25;2,25;1,5;1,25;0,5;0,5;1,5;3,88135620340768;1,25;1,5;4,5;2,25;2,25;4,5;1,5;4,5;4,5;0,5;0,5;1,5;2,47766549046043;1,5;1,48367214295253;2,25;2,25;2,25
1,25;1,25;3,5;1,25;1,5;1,25;1,5;4,80295154489714;4,5;2,25;2,25;4,5;0,5;2,25;0,5;2,65568035498992;0,5;1,25;0,5;4,5;2,25;0,5;4,5;2,25;1,25;1,98094425209842;1,5;1,25;0,5;0,5;1,5;2,44079279899597;1,25;1,5;4,5;2,25;2,25;4,5;1,5;4,64573816566064;4,5;0,5;0,5;1,46582517934303;2,25;1,5;2,25;2,25;2,25;2,25
4,5;4,5;1,75;4,5;1,5;2;1,2894266803234;3;3;2,42362403869629;3,5;3;1,25;2,44347190877584;1,25;3,5;1,87837543426006;2;2,5;2,25;1,75;2,5;1,25931503333119;1,75;4,5;3,5;1,5;2,81180697484492;1,25;2,5;1,5;2;2,31590101184133;1,5;3;2,75273854413663;3,5;3;1,5;2,22780516568003;3;1,25;1,25;1,5;2,65891447181763;1,5;2,28707480430603;1,75;3,5;3,5
1,25;1,25;0,5;1,25;3;1,25;3;2;2;1,25;1,25;2;0,5;1,5;0,5;1,25;3,5;0,77042619221398;3,5;0,5;1,5;3,5;0,5;1,5;1,25;1,25;3;1,25;0,5;2,91766250548775;3;0,75;1,25;3;2;0,758032504123651;0;2;3;2,44642663002014;2;0,5;0,5;3;1,25;3;1,25;1,5;1,25;1,25
4,5;4,5;1,75;4,5;1,09387420494755;1,39632339421488;1,5;3;3;3,5;3,5;1,60026383399963;1,25;1,75;1,25;3,5;1,83553767204285;2;2,5;2,25;1,75;3,65681232030355;2,25;1,75;4,5;2,71691858429318;1,5;2;1,25;2,5;1,81651235456416;2;2,59455357845619;1,5;3;3,5;3,32258581198872;3;1,5;3;2,76111481839843;1,25;1,25;1,5;3,5;1,5;3,5;1,75;3,5;3,5
0,5;0,5;0,75;0,5;4;2;4;3;3;4;4;3;2,5;2,25;2,5;4,63634488621556;0,5;2;0,5;0,75;2,25;0,5;0,504164397718461;2,25;0,5;4;4;2;2,5;0,5;4;4,5;2;4;3;4;4;3;4;3;3,93581122156969;2,5;2,5;3,15296631779194;4;4;4;2,25;4;4
4,56366879332982;4,5;1,75;4,5;1,5;2;1,5;3;3;3,5;3,5;3;1,25;1,75;1,25;3,5;2,5;2;2,5;1,78341916007149;1,75;2,5;2,25;1,75;4,61014254978399;3,5;1,5;2,47568368911743;1,25;2,5;1,78349553876719;2;2,49221025756198;1,5;3;4,5960168838501;3,5;3;1,5;3;3;1,25;1,25;1,59389328052937;3,5;1,5;3,5;1,75;3,5;2,41898575537791
4,5;4,91908098660367;1,75;4,5;1,5;2,24516717681902;1,5;2,80450399723114;3;3,29586588465416;3,5;3;1,25;1,75;1,25;3,5;2,5;2;2,5;2,25;1,75;2,5;2,25;1,75;4,5;3,5;1,5;2;1,25;2,5;1,5;2;2;1,5;3;3,5;3,5;3;1,5;3;3;1,25;1,25;1,5;4,807902868282;1,5;3,5;1,75;3,5;3,5
4;4;0,5;4;3,55409617608138;1,25;3;2;2;0,896741271018982;1,25;2;0,579009241461293;1,54167169218029;1,25;1,25;0,5;1,25;0,5;0,5;1,5;0,5;0,5;1,5;4;1,25;2,8910370491869;1,25;1,25;0,5;3;1,25;1,37533799809187;3,28853090819369;2;1,25;1,25;2;3;2;2;1,25;1,54914481125267;3;1,25;3;1,25;1,14680971957129;1,25;1,25
3,5;3,5;1,75;3,5;2;1,5;2;2,5;2,5;4;4;2,5;2,5;4,88999641821254;3,31088517620735;4;0,5;1,5;0,5;3,5;4,61824261565611;0,5;3,31024683746986;3,5;3,5;4;2;1,5;2,5;0,5;2;3;1,5;2;2,5;4;4,33211823335482;2,5;2;2,5;2,5;2,5;2,98487546527054;2;4;2;4;3,5;4;4
4,5;4,5;1,75;4,5;1,38319064694605;2;1,5;3;3;3,5;3,5;3;1,25;1,75;1,25;3,5;2,5;2;2,5;2,25;1,75;2,5;2,25;2,78970452434835;4,5;3,5;1,83565942423216;2,88722705841064;1,25;2,5;1,5;2;2;1,5;3;2,33158480112049;3,5;3,70040756356921;1,5;3;3;1,25;2,25030159950256;1,46730887889862;3,5;1,5;3,5;1,75;3,5;3,5
0,5;0,5;0,75;0,5;4;2,01523019700089;4;3;3;4;4;3;2,5;2,25;2,5;3,8179854493672;0,5;2;0,5;0,75;2,25;0,5;0,75;2,25;0,5;4;4;2;2,5;0,5;4;4,5;2;3,40722583346405;3;4;4;3;4;3;2,88354997191743;2,5;2,5;4;4;4;4;2,25;3,22456823951777;4
4,5;4,5;1,75;4,5;1,5;2;1,5;3;3;3,59966072747468;2,54323986477369;3;1,25;1,75;1,25;3,5;2,5;2;2,5;2,25;1,36662137508392;2,5;2,25;1,75;4,5;3,5;1,5;2;1,64350465621962;2,5;1,5;2;2;1,5;3;3,49699029815243;3,21693619164496;3;1,5;2,86842743813453;3;1,25;1,25;1,5;3,5;1,5;3,5;0,707118581844083;2,71123398314753;3,5
0,75;0,75;0,75;0,75;4;2,44914885072464;4;4;4;3,5;3,40684965877181;4;2;3;2,7379064884679;3,5;4,5;3;4,5;0,75;3;4,5;0,75;2,5238375433366;0,75;3,5;4;3;2;4,5;4;3;3;4;4,65128665680591;3,5;3,5;4;4;4;4;2;2;4;3,5;4;3,5;3;3,5;3,5
2,25;2,25;4,5;2,25;1,25;1,25;1,25;4,5;4,13288886618469;1,75;1,75;4,5;0,5;2;0,5;3,45548415184021;3,5;1,68566730766821;3,5;1,75;2;3,5;1,75;1,11539682751307;2,25;1,75;1,25;1,25;0,5;3,5;1,25;4,32042008746435;1,25;0,958698324141418;4,5;1,75;1,75;4,5;1,25;4,5;4,5;0,5;0,5;1,46840388535913;1,75;0,752874081839283;1,75;2;1,75;1,75
1,25;1,87223211367253;0,5;1,25;3;1,25;3;2;2;1,25;1,25;2;0,5;1,5;0,5;1,25;3,5;1,25;3,8868795828367;0,5;1,5;3,5;0,5;1,5;1,25;1,25;3;0,651192664704841;0,5;3,5;3;0,75;1,25;3;2;1,25;1,25;2;3;2;2;0,5;0,5;3;1,25;3;1,25;1,5;1,25;1,25
3,5;3,5;1,75;3,5;2;1,5;2;2,5;2,5;4;4;2,5;2,55357718467712;3,3984359742135;2,5;4;0,5;1,5;0,5;3,5;3,5;0,5;3,5;3,5;3,48090434074402;4;1,74228494183267;1,93623987209808;2,5;0,5;2;3;1,5;2;2,5;4,58761673587729;4;2,5;2;1,49538122187153;1,90947580337524;2,5;2,5;2;4;2;4;3,5;4;4,09934392715774
0,5;0,5;1,25;0,5;3,5;3;3,6971749275444;3;3;3;3;3;2,5;1,75;3,36993588384704;3;4,5;3;4,5;0,5;2,67901686307928;4,5;0,5;1,75;0,5;3;3,5;3;2,5;4,5;3,5;3,5;3;3,63909989112946;4,58936723488819;3;3;3;3,5;3;3;2,5;2,5;3,5;2,00431499351017;3,5;3;1,75;3;2,53621373909349
1,25;1,42494061609029;2,18744178637277;1,25;1,5;1,25;1,5;4,5;4,5;3,066081541854;3,1329376900722;4,5;0;2,25;0,5;2,25;0,5;1,25;0,5;4,5;0,658848791922838;0,5;4,5;2,25;1,25;2,25;1,5;1,25;0,5;0,5;1,5;4;1,25;1,5;4,5;2,25;2,41020414648121;4,5;1,5;4,5;4,5;0,5;0,5;1,89766853484217;2,25;1,5;2,42987849955907;2,25;2,25;1,29915397954134
0,5;0,5;1,25;0,5;3,5;3;3,5;3;3;3;3;3;2,5;1,46058917045593;2,5;3;4,5;3;4,5;0,5;1,75;4,5;0,5;1,2415328341264;0,5;3;3,5;2,31927404614132;2,5;4,5;3,5;3,86533190024334;3;3,5;3;3;3;3;3,5;3;3;2,5;2,5;3,5;3;3,5;3;1,75;3;3
0,75;0,75;0,509422385836682;0,75;4;3;4;4;4;3,5;3,5;4;2;3;2;4,60053819771881;4,5;3;4,5;0,75;3;4,5;0,75;3;0,75;3,5;4;3;2;4,5;4;3,25697244203508;3;3,30841910387781;4;3,68566773910339;4,15652449017229;3,44813198617107;4;4;4;2;2;4;3,5;4;3,5;3;3,5;3,5
0,5;0,5;1,25;0,5;3,5;3;3,16193212017507;3;3;3;3,44180689074183;3;1,01657243353155;1,75;2,5;3;4,5;3;4,6208585182302;0,5;1,75;4,81249919012771;0,5;1,75;0,5;3;3,5;3;2,5;4,5;3,5;3,60794516867397;3;3,5;3;3,30394270331782;3;3;3,5;3;3;2,5;2,93936430427216;3,5;3;3,5;3;1,75;3;3
0,5;0,5;1,25;0,5;3,5;3;3,5;3;3;3,07983974138267;3;3,7313948006981;2,5;1,75;2,5;3;4,5;3;4,5;0,5;1,75;4,5;0,5;2,63536304404743;0,5;3;3,16102386273491;3;1,72988483110903;4,5;3,5;3,5;3;3,5;3;3;3;3;3,5;3;3;2,5;2,5;3,5;3;3,5;2,31301318775537;1,75;3;3
0,5;0,5;1,25;0,5;3,5;3;3,45126558954421;3;3;3;3;3;2,5;1,75;2,5;3;4,5;3;4,5;0,5;1,75;4,5;0,5;1,75;0,5;3;3,5;3;2,5;4,5;3,5;3,5;3;4,80608940124512;3;3;3;3;3,5;3;3;2,5;2,5;3,5;3;3,5;2,41475978140475;1,75;3;3
4,07370523087387;4,5;1,75;4,5;1,5;2;1,5;3;3;3,5;3,5;3;1,25;1,75;1,25;3,5;2,5;2;3,12090429203627;2,25;1,75;2,5;2,25;1,75;4,5;2,56143879890442;1,5;2;1,25;2,5;1,70148383672418;2;2;1,5;2,36174664104439;4,67516861561461;3,5;3,72421887411001;1,5;3;3;1,87511143781017;1,25;1,5;3,5;1,33008300435268;3,10656046173841;1,75;3,0288892332599;3,5
0,5;0,5;1,25;0,5;3,5;3;3,5;1,62261872767593;3;1,68859219551086;3;3;2,5;1,75;2,5;3;4,5;3;4,5;0,5;1,75;4,5;0,5;1,75;0,5;3,80020496519292;3,5;3;2,5;4,5;3,5;3,5;3;3,5;3;3;3;3;3,5;3;3;2,5;2,5;3,5;3;3,5;3;1,75;3;3
0;1,25;0,5;1,25;3,2535567838948;1,25;3,93099099301314;1,15145118448485;2;1,25;1,25;2;0,5;1,5;0,5;1,25;3,5;1,25;3,5;0,5;1,99090734635988;3,5;0,5;1,5;1,25;1,25;3;1,25;0,5;3,5;3;0,75;0,789237038134242;3;1,70299018114013;0;1,25;2;3;2;2;0,5;0,5;3;1,25;3;1,25;1,5;1,25;1,90755780944953
0,587645946344196;2,25;4,5;2,25;1,25;1,25;1,25;4,5;4,2671633894868;1,75;1,75;4,5;0,5;2;0,5;1,75;3,5;1,25;3,5;1,75;2;3,5;1,75;2;4,76382541656494;0,948475229995546;1,25;1,25;0,5;3,5;1,25;4,5;1,25;1,25;4,5;1,75;1,75;4,5;1,25;4,5;4,5;0,5;0,5;1,25;1,75;1,25;1,75;2,19950356110907;1,75;1,75
4,5;2,28952264785767;1,75;4,5;1,5;2;1,5;2,75402555836086;2,42178763841362;3,5;3,5;2,92871460641209;1,25;2,11691972013419;1,25;3,5;2,59397350139635;2;2,5;2,25;1,75;2,5;2,25;2,42269200082994;4,81082053380591;2,80482139941529;1,5;2,64668156283287;1,25;2,5;2,96072959899902;2;2;1,5;3;3,5;3,5;3;1,5;3;3,26175649802282;1,25;1,25;1,5;3,5;1,80150825707312;3,5;1,75;3,5;3,5
0,75;0,75;0,75;0,75;3,54810818124009;3;4;4;4;3,5;3,5;4,50625718175725;2;3,04897258758963;2;3,5;4,5;3;4,5;0,75;2,36941387149012;4,5;0,75;3;0,75;3,5;4;3;2;4,10555493929682;4;3;3;4;4;2,81099963738164;3,5;4;4;4;3,65885942087456;2;2;4;3,5;3,84800217433274;3,5;2,04224947655678;3,5;3,5
0,5;0,5;1,25;0,5;3,5;3;3,5;3;3,98685653646796;3;3;3;3,69043833934257;1,75;2,5;2,6963095649594;4,5;3;4,5;0,5;1,75;4,5;0,5;1,75;0,5;3;3,5;3;2,5;4,95623235728416;3,5;3,5;4,70964527130127;3,14238527656644;3;3;3;3,76648190373857;3,5556871404665;3;3;2,5;2,5;3,5;3;3,1525451364706;3;1,75;3;3
1,5;0,5;1,25;0,5;3,5;3;3,5;3;3;3;3;3;2,5;1,75;2,5;3;4,98322913608664;4,83125546566735;4,5;0,5;1,75;4,5;0;1,75;0,5;3;3,5;3;3,65483108565902;4,5;3,5;3,5;3;3,5;3;3;3;3;3,5;3;3;2,5;1,8825654582505;3,39178226859857;3,91868548463969;3,5;3;1,75;0,819188177585602;3
4,5;4,5;1,32722030036488;4,5;1,5;1,73981463909149;1,5;3;3;3,716673035974;3,5;3;1,25;1,75;1,25;3,5;2,5;2;2,07264237528324;2,25;1,75;2,5;2,25;1,75;4,5;3,5;1,5;2;1,25;2,5;1,5;2;2;1,5;3,24259502312289;2,71922263815963;3,5;3;1,5;3;3,07216205590971;1,25;1,78359082424249;1,30073480182362;3,5;1,5;3,5;1,75;3,5;3,51649103058339
0,5;0,5;0,75;0,5;4;2;1,23561310768127;3;3;4;4;3;2,5;2,25;2,5;4;0,5;2;0,5;0,75;2,9630280821412;0,5;0,75;2,25;0,5;4;4;2;2,5;0,5;4;4,5;2;4;3;4;2,74997091293335;3;3,0953299049732;3;3;2,5;1,24307870864868;4;4;4;4,50631620153148;2,25;4;4,75317501824031
0,689532652119888;0,75;0,75;0,75;4;3;4;4;4;3,5;3,5;4;0;3;2;3,5;4,5;3;4,5;0,75;3;4,5;0,75;3;0,75;3,5;4;3;2;4,5;4;3,41100318795582;3;4;4;3,5;3,5;4;4;4;4;2;2;4;3,5;4;3,5;3;3,5;3,5
1,60558364102877;1,25;3,5;1,25;1,5;1,25;1,5;4,5;4,5;2,25;2,25;4,5;0,5;2,25;0,5;1,44589255538112;0,5;1,25;0,5;4,51688962919493;2,25;0,5;4,5;2,25;1,25;2,25;1,5;1,54935795187455;0,5;0,5;1,5;4;1,25;1,92584766071562;4,5;2,25;2,25;4,08552723102529;1,5;4,44181155620227;4,5;0,5;0,5;1,5;2,25;1,63146508095389;2,25;2,25;2,25;2,25
0,5;0,5;0,75;0,5;4;2;4;3;3;4;4;3;2,5;0,665276659729554;2,5;3,46582146755691;0,5;2;0;0,75;2,25;0,5;0,75;2,25;0,5;4;4;2;2,5;0,5;4;4,5;2;4;3;4;4,51572704315186;3;4,32087836289819;3;3,08252074713005;2,5;2,5;4;4;4;3,83291912078857;2,25;4;4
2,25;2,25;4,5;2,25;1,25;1,25;1,25;4,5;4,5;1,75;2,93689212945145;4,5;0,5;2;0,5;1,75;3,5;1,25;3,5;1,75;2;3,5;1,75;2;2,25;1,75;1,25;1,25;0,5;3,5;1,25;4,35163367881981;1,25;1,25;4,5;1,75;1,75;4,5;1,25;4,5;4,5;0,5;0,5;1,25;1,75;1,25;1,75;2;2,94029109130627;1,75
0,5;0,5;0,75;0,5;3,83737384287518;2;4,02389921854432;3;3;4;4;3;2,5;2,25;2,5;4;0,5;2;0,5;0,718267652074931;2,25;0,5;0,823734088718767;2,25;0,5;4;4;2;2,5;0,5;4;4,5;2;4;3;4;4;3;4;3;3;2,5;2,5;4;4;4;4;2,25;4,09221904961961;4
0,5;0,5;0,75;0,5;4;2;4;3;3;4;4;3;1,43512409573194;2,25;2,5;4;0,5;2;0,5;0,75;2,25;0,5;0,75;2,25;0,5;3,96053703639681;4;2;2,5;0,5;4;4,5;2;4;3;4,68537331264716;4;2,1392128794171;4;3;3;2,5;2,5;4;4;4;4;2,25;4;4
0,75;0,972168475609351;0,75;0,75;3,91957529677058;3;4;4;4;3,5;3,5;4;1,17136680435919;3;2;3,5;4,5;3;4,5;0,75;3;4,5;0,75;3,72019776223237;0,75;5;4;3;2;4,5;4;3;3;3,04366606010295;4,78465736181692;3,5;3,5;4;4,10681796125454;4;4;2;2;4;3,5;4;3,5;2,87229442637055;3,5;3,5
0,5;0,5;0,75;0,5;4;2;4;3;3;4;4;3;2,5;2,25;2,5;4;0,5;2;0,5;0,811198752984031;2,25;0,5;0,75;2,25;0,5;4,20188514851121;4;2;2,5;0,5;4;4,5;2;4;3;4;4;3;4;3;3;2,5;2,5;4;4;4;4;2,25;4;4
0,545478378443736;0,704506906543163;0,75;0,75;4;3;4;4;4;3,5;3,5;4;2;3;2;3,5;4,5;3;4,5;0,75;2,34009227079344;4,5;0,75;3;0,75;3,5;4,87345695303448;3;2;4,5;4;3,24573635740473;3;4;4;3,5;3,5;4;4;4;4;2;2;4;3,5;4;3,5;3;3,5;3,5
3,5;3,5;1,75;3,0135528962191;2;1,5;2;2,5;2,5;4;4;2,5;2,5;3,5;2,5;4,51728895563506;0,5;1,5;0,5;3,5;3,5;0,5;3,5;3,5;3,5;3,17565755554273;1,915689283477;1,5;2,5;0,5;2;2,95655340000827;1,5;2;2,5;4;4,25931549072266;2,08324328255059;2;2,5;2,5;2,5;2,5;2;4;2;4;3,6217748884213;4;4
0,5;0,5;1,25;0,5;3,5;3,34639708062;3,5;3;3;3;3,20833068769813;3;3,1802430507635;1,75;2,5;3;4,5;3;4,5;0,5;1,75;4,5;0,5;1,75;0,5;3;3,5;3;2,5;4,5;3,5;3,5;3;3,5;3;3;3;3;3,5;3;3;2,5;2,5;3,5;3;3,5;3;1,75;3;3
