music_pop;gardening;music_pop;gardening;sport_stuff;music_pop;makup_beauty;both_toy;hightec;music_pop
2,5;0,5;2,5;0,5;3,5;2,2032912439682;4,20486071435961;1,64252890490113;3;2,40831247829288
0,665252436960699;0,5;0,604909816805697;0,5;3;0,640819648113483;0,5;3,23439722193144;1,17499934051884;1,25
2,5;0,75;3,07421155649899;0,888757815067078;3,69654592065911;2,79397535324097;0,5;1,75;4;2,5
2,04555230915805;0,548834956739487;2;0,693648029208951;4,24926857522189;2;4,5;0,5;4,28230771295834;2
2,19671658109721;4,52146039089256;2,5;3,5;2;2,84492135047913;0,5;2;4;2,5
0,5;2,95792383791782;0,5;2,88543351641178;1,25;0,5;3,5;2,25;1,75;0,5
1,25;2,25;0,561701570433426;1,81819319725037;1,5;1,25;3,35440626105033;3;3,5;1,21049146736529
0,5;0,88867388637209;0,5;1,75;1,25;0,5;3,5;3,25954463088864;1,27255588177245;0,5
1,51098050852818;0,5;1,20293841217781;0,5;3,12283015769107;1,25;0,5;3,67692614424831;1,25;1,25
2,11361981002317;1,25;3;1,48665333305795;4;3;0,5;0,5;4,79085544580168;3
0,804143917655639;2,41019749194858;1,25;2,25;1,5;1,67799244945775;2,5;3;4,40005476931113;1,25
2,5;0,790519070946853;2,5;0,948237152978888;4;2,5;0,5;1,75;4;2,5
2,5;0,5;3,09517199457398;0,5;3,5;2,44894477932199;4,5;1,25;3;2,5
2,41117083346991;0,75;2;0,75;3,22621481410517;2,70118269496652;4,5;0,5;3,5;1,94991071845866
0,5;0,5;0,5;0,5;3;0,5;3,5;3;0,671824782933958;0,5
2,5;0,75;2,6058597609428;0,6389037739201;3,9486892274342;1,25993012369607;0,5;1,75;3,7982135288409;1,20463525746234
0,5;4,5;0,5;4,5;1,5;0,5;0;1,25;2,25;0,5
2,5;0,5;2,5;0,5;3,5;2,5;4,5;1,25;3;3,38670818805076
2;0,75;2;0,729780757673914;4;2,38881173608304;4,37370982038496;0,5;3,5;2
2,5;2,28977805436113;2,5;3,60090287243989;2,20182506237264;1,23546110896182;0,5;2;3,89909304720307;2,5
1,89574316930759;0,5;2,5;0,5;3,56572230745373;2,05293234253904;4,5;1,25;3;2,5
1,80474172290635;0,75;2;0,75;4,36818484653169;2;4,43336157008696;0,5;3,5;2,31943015815664
1,25;2,16091425514823;0,552785335598879;2,25;1,13342110353216;1,25;2,5;2,68929036366255;3,5;0,92178490381771
2,5;3,5;2,5;3,5;2;2,5;0,5;2,54244081002774;4;2,5
1,25;0,5;1,25;0,5;3,96440179364961;1,25;0,5;3;1,25;1,25
1,25;0,5;1,25;0,5;2,75705028639969;0,947075179520564;0,5;2,9653365607212;1,10705696819679;1,19730876837732
1,73560098732617;0,5;2,26199340820313;0,5;3,29512909208198;2,90372172086673;4,19645808972253;1,25;2,41231832765616;2,5
0,5;4,5;0,5;4,67431936351318;1,2744816589516;0,5;0,5;0,993364775550256;2,10327064320597;0,5
1,90708533018226;3,5;2,5;3,5;2;1,45464405345481;0,5;2;4;2,5
2,53564013239725;0,96472697749954;2,5;0,853559421074372;4;2,5;0,5;2,50388868665504;4;3,8024322501395
2,5;0,5;2,5;0,5;3,63038470904826;3,16108175607449;4,63525040197896;0,806768635896392;3;2,5
2,5;0,75;1,91660433910629;0,75;4;2,04997762946877;0,5;1,75;3,40187973734079;2,5
2,5;3,5;2,5;3,5;1,51400702004973;2,5;0,5;2;3,87369587033693;2,5
2,5;3,95158196191843;2,5;4,49659482971607;1,86736708454199;2,5;1,5;2;4;2,22044851361795
2,5;0,5;2,5;0,5;3,5;3,96816099433608;4,43884018270245;1,25;2,71016140874017;2,5
1,25;2,25;0,965428622889067;2,25;1,5;0;2,5;3;3,92688690541633;1,25
2,5;2,23774635244056;2,33288963247691;2,91493409262734;1,08294341158259;2,07129740951178;0,5;1,45042260384672;4;2,5
1,25;2,25;1,445797803088;1,11441671848297;1,5;1,72015240682296;2,5;3;3,5;1,25
2,5;3,9222235008712;2,5;3,5;2;2,5;0,5;1,6619460809333;4,36320420883745;2,5
1,10041456162018;0,5;2,5;1,5;3,5;2,5;4,59075649156736;1,44403978550995;3,3221650623354;3,04135955033887
2,40051574278647;1,5389350280347;2,77067633195346;1,25;4;3,43284389536495;0,5;0,5;4,5;3
3,22064964669787;3,5;2,5;3,59552277046979;1,58678948720302;3,4855316507097;0,5;1,17813493412832;3,27708340355991;2,5
2;0,956468954662079;2;0,75;4,20018156021842;2;4,76270808268465;0,5;3,5;2
2,17402302016226;1,25;3,43683297626527;1,25;4;2,79678149837851;0,5;0,5;4,5;2,81068188921115
2,5;0,5;3,0799118904769;0,5;3,27606935253184;1,32981465492855;4,38112179766461;1,25;2,05005302375651;2,83873785931558
2,5;0,670588323227404;1,2301658709674;0,75;4;2,5;0,5;1,48426886647207;4;3,10334610897272
1,25;2,25;1,25;1,8744062065959;1,5;1,25;0,342833489179611;3;3,5;1,24169509892431
3,75929976569456;0,574396228452398;3,75358690496236;0,506494074131592;4;2,5;0,5;1,75;4;2,5
2,5;0,5;3,18883420815171;0,5;3,53628382484256;2,5;4,66292244645903;1,44349825589149;3;2,5
2,42447555783413;0,610779155330164;2,94936397063982;0,75;4;2,5;0,5;1,75;4,67937859784783;2,5
1,92194240350367;0,5;0,918308730199145;0,5;2,58582484935682;1,25;0,5;3;1,25;1,25
1,95540739593814;0,5;2,5;0,5;3,5;2,5;4,5;1,25;3;1,66185080337424
1,27974012739944;0,75;2,5;0,736616130562786;4;1,61587986425305;0,5;1,75;4;2,64810440207278
2,5;1,81631481647491;2,5;0,713734349801081;4;2,5;0,5;1,02583551408063;4;2,5
2,5;3,5;2,5;3,5;2,95465100461368;0;0,5;1,93973032522003;3,3726923085622;1,53234980978647
1,25;0,695242408055459;1,25;3,81918161167725;1,5;1,25;2,5;3;3,5;1,25
1,14643289458306;2,25;0,962738855491736;2,25;1,62315813015362;1,25;2,06191635553814;3;3,5;1,25
2,90564798186796;0,75;2;0,75;4;2;4,20454000458333;0,5;3,5;1,40536190774541
2,5;3,5;1,92110269559599;3,5;2;2,5;0,5;2,54112640467525;3,0069173127445;2,5
2,5;0,75;2,5;0,870762163712998;3,33175758660387;2,5;0,5;1,75;4,1840793058202;2,5
2,5;0,75;2,5;0,832276296490932;4,37774960481457;2,30193040673711;0,5;1,75;4,08953142166138;1,88465705601715
2,5;0,5;2,5;0,5;3,5;2,5;4,18261236752505;0,696199527101684;3;2,9449411378917
1,05697787113347;2,25;1,11794925207177;2,25;1,5;1,25;2,5;3;3,87488177552581;1,25
2,5;0,5;2,5;0,5;3,5;2,26923754218465;4,5;0,613059069082634;3,09420066564074;2,81344940877215
2,5;0,715966936301425;2,5;0,75;4;2,5;0,5;1,93584290353388;4;2,13629533449947
2,5;3,5;2,5;3,5;2,69524884223938;2,72572538942365;0,5;2;4;2,5
3,12661248265142;0,5;2,5;0,5;3,5;2,5;4,5;1,78612861935335;3;2,5
2,5;3,20471525527756;2,5;3,5;2;2,5;0,5;2;4;2,5
2,5;0,5;2,36985147854772;0,5;3,92600824354496;2,5;4,5;1,25;3,84542621664956;2,5
1,25;2,25;1,2110334251593;2,25;1,58560780369938;0,60199931128975;2,5;2,2615807094898;3,5;1,25
1,17106209423908;0,75;2;0,671345892674916;4,30479456358812;2;4,61709108604914;0,5;3,5;2
2,5;4,19434667015185;2,47861299220408;2,55413190766896;2;2,67840288098827;0,5;2;4;2,5
1,5;4,5;0,5;4,5;1,14725494384766;0,5;0,5;1,25;2,25;0,5
2,5;3,5;2,5;3,5;2;1,62321429356151;0,5;2,66875960662438;4;2,5
2,5;0,5;2,5;0,5;3,67006694929212;2,5;4,87766183068867;0,504296323286507;3;2,5
2,5;0,753138002824568;2,5;0,716877673853597;4;1,00619024504264;0,5;1,75;4;2,5
3,19047743835974;0,950616446999189;2,5;0,697265924512067;4,70839186557959;3,00158945238292;0,5;1,26356732089239;4;2,5
2,5;0,5;2,5;0;3,5;2,34132623455549;4,5;1,25;2,16462242052174;2,5
2,39704773826387;0,737983303022563;2;0,75;4,85178675681902;2,32886216944496;4,5;0,5;4,40096643818587;1,11175009986002
2,5;0,5;2,39903458319559;0,5;3,5;2,5;4,23351693723049;0,701238255808706;3;2,5
2,5;4,34803298038805;2,5;3,5;2;3,70984536349301;0,5;2,28529763840386;3,13775883621432;2,5
3;1,25;3,33493847834642;1,25;4,22742956281986;3;0,5;0,5;4,5;3
0,5;1,75;0,5;1,23200977674313;1,25;0,5;3,41319731875006;2,25;1,75;0,5
1,25;2,67895960350472;1,34179108955049;2,33313747441077;1,5;1,25;2,5;3;3,04379771651877;1,25
2,5;0,5;3,64356688067483;0,5;3,5;3,11917320271915;4,5;1,25;3;1,02012169874279
3,55970620483146;0,681017757710543;3,7427440750146;0,881847722866502;4;2,5;0,5;1,75;3,53374119127809;2,5
0,5;0,606119547321517;0,5;1,75;1,16306576163651;0,5;3,5;2,25;1,75;0,5
2,84602405077127;0,5;3,59559468813035;0,5;3,75636599760333;2,5;4,31958769649248;1,25;3;2,52260635119053
3,13431866799217;1,25;2,18381513011819;1,25;4;3;0,5;0,5;4,68443227311803;3
2,5;0,845884840630873;3,69108479083101;0,965320409957934;4;1,32341769958074;0,5;1,82338238708832;4,27514280438197;2,5
2,5;0,5;2,5;0,5;3,5;1,51286087348725;4,5;1,61418408277174;3;2,5
1,35445929288606;0,75;2,5;0,855290810510186;3,3882436083575;1,50719554094001;0,5;2,41335299141396;4;2,5
3,2102981695022;2,89603425743805;2,5;3,5;2;3,16990974832788;0,5;2;4;3,2474889714492
0,906271122818008;2,25;1,25;2,47201739273594;1,91777052586794;1,25;2,57336898128193;3;3,23571060562307;1,25
3,67471302425243;0,5;2,53774378892861;0,5;3,14405008877816;2,5;4,5;1,40534963850181;3;2,96549102895218
2,5;0,75;2,5;0,691302994355235;4;2,5;0,5;1,61901932331688;4;2,5
2,5;0,5;2,5;0,5;3,01839993103333;2,5;4,5;1,25;3;2,5
0,786282799339985;2,25;1,25;2,25;1,82450235952833;0,919374406337738;2,5;2,24977487989225;3,5;0,882424775921937
1,00071818148751;2,25;1,25;2,25;1,5;1,25;2,5;3;4,45185408855409;1,25
2,5;0,5;3,10827169525822;0,5;3,5;2,5;4,92517447468134;1,25;3;2,5
1,25;2,25;1,25;3,37772430613531;1,44197054879832;1,25;3,19749986808631;2,09392180298172;3,5;1,70995738413649
0,5;4,5;0,5;4,5;1,06997603134717;0,5;0,5;1,86089755029459;2,25;0,5
1,20585499760036;0,923456723300487;2,5;0,75;4;2,5;0,5;2,3210439031576;3,77337758465362;3,32593870550671
3,17761379861162;0,5;2,5;0,5;3,3772112449525;1,48999663418624;4,5;1,25;3;2,5
2;0,75;2;0,75;4,9814291465941;2;4,5;0,5;4,59997666049748;1,68549413265916
1,25;0,5;1,43358025440647;0,5;2,8166344635266;1,74249666707706;0,5;3;1,25;1,25
1,39086650982074;0,75;3,83997975235804;0,75;4;2,5;0,5;0,551462888717651;4,93598748740553;1,71991563854735
0,5;1,75;0,5;1,78811268545134;0,775827425660485;0,5;3,5;1,90918418434876;1,75;0,5
2,5;4,69329462092989;1,02323789895663;3,5;2,03182644445068;2,5;0,5;2;4,56092608140825;2,5
2,5;4,61442047898398;2,5;3,15659108904963;2;2,5;0,5;0,943794786930084;4;2,5
2,5;4,11561991000344;2,5;3,5;2;2,5;0,5;2,19257846809578;3,02988601849875;1,07887414194591
0,5;0,733041017890461;0,5;1,08633192003999;1,25;0,5;3,5;3,06337809519068;1,75;0,5
2;0,522607163303814;1,86367181356236;0,908556861294693;3,38804269134442;2,345944763788;4,5;0,5;3,5;2
0,615984271567308;3,06032352129012;1,25;3,96201452937071;1,5;1,25;1,14400624164567;2,83985282054164;3,5;1,25
3;1,25;3,54372744240972;1,25;4;3;0,5;0,5;4,5;3
0,5;2,67612280728115;0,5;2,07320106126051;1,08724383105861;0,5;4,55244609506449;2,25;1,97158221526611;0,5
0,5;1,75;0,5;2,65511684173491;1,69579385998463;0,5;3,5;2,25;1,73778453154386;0,5
0,5;0,5;0,5;0,5;3;0,5;3,5;3;1,33206328252892;0,5
1,48351803397924;0,5;0,778911338783294;0,5;3,4106015122545;1,0084628798107;0,5;3;1,25;1,25
3;0,861473983322025;3,49284315178769;1,25;4;3;0,5;0,5;4,5;3
3,18818615571977;3,5;2,9321368643698;3,5;2,94472626594115;2,5;0,5;1,61769812955414;4;2,5
0,5;4,58457836675671;0,5;4,5;1,5;0,5;0,5;0,677389415994934;2,25;0,5
0,5;0,5;0,5;0,5;3,31639478416946;0,5;4,87640196312051;3;1,25;0,5
1,25;2,63144683215369;0,865091825772585;3,52666324890529;1,5;1,25;2,5;3,41870471994332;3,5;1,25
2,88635811111255;2,38828477048701;2,5;3,5;2;1,00871347310427;0,5;2;4;2,5
2,4651844377933;0,75;2,47668682293812;0,721910606474574;3,07527351476032;2;4,5;0,5;2,42243994745539;2
2,5;0,5;1,57179995513139;0,5;3,5;2,5;4,68724831272254;1,25;3,09375869347423;2,5
2,5;0,5;3,60282418299598;0,5;3,5;2,5;4,99962214194221;1,25;3;2,5
1,25;1,26131986815544;1,32161513963789;2,25;1,5;1,25;2,05116533397285;3;3,5;1,25
2,5;0,5;1,21201434275695;0,5;3,36973027529648;2,6118715329151;4,5;1,25;2,65871876881398;2,5
1,90992594017178;2,25;1,25;2,61201970074886;1,5;1,10345941693683;2,5;3;3,5;1,58546189409004
3;1,09052770356207;3;0,749867571401348;4;3,22428726741312;0,5;0,5;4,47384329395082;1,36092126369476
2,5;3,5;2,5;3,63456793298692;1,22459905605046;2,5;0,5;2;4;2,5
3,7736114784021;0,75;3,5930155220409;0,627679369937479;4,47296486118481;2,5;0,5;1,75;3,74118525941911;2,5
2;0,906048102726251;1,74519375466983;0,75;4,4542022400788;2;4,1618629354806;0,5;3,5;2
0,5;2,43338001586189;0;2,64899808734143;1,59275727071462;0,5;3,0934832049969;2,25;1,75;0,5
2,5;0,5;1,44968794027795;0,5;3,5;2,5;4,48109363926626;1,25;3;1,6330221833815
2,5;0,5;2,5;0;3,5;1,69592446493726;4,5;1,85255613869641;2,09091441710056;2,48660099901566
2,5;0,5;2,5;0,5;3,69766634781736;2,5;4,5;1,75415836915102;3,22426812780288;2,5
2,5;3,5;2,5;3,106823490051;2;2,5;0,5;2;3,86921772587542;2,5
0,647222211653005;2,59417271614075;1,25;0,686814112442925;1,5;1,14998471697326;1,27111703496013;3;2,14592058032095;1,25
3,68856183704388;1,25;3;0,801974315802555;4;3,83209546647598;0,5;0,5;4,5;3
0,5;1,75;0,5;2,33056760315344;1,25;0,5;3,5;1,7750645271852;2,3588442620164;0,5
2,5;0,75;2,5;0,75;4,14039302484151;2,5;0,5;1,75;4,34137167471525;2,5
2,5;3,5;2,5;4,44473063035157;2,87315497634614;2,5;0,5;2;4;2,5
1,25;3,8050023346697;1,25;2,03327842547245;1,5;0,822427444775788;2,5;3,1234840718673;4,26349853922776;1,35638099063951
2,02954710229745;0,926569021738399;3,24343067884605;0,75;3,79607709534284;2,5;0,5;1,75;4,25278417172506;2,5
1,25;2,25;1,02368086903527;2,97970403287546;1,5;1,25;3,82155484558156;3;4,53603202781455;1,25
3,79538093358063;0,937751513876837;2,72359996229578;0,955685920061397;4;2,5;0,5;1,75;4;2,34787016238452
0,5;0,5;0,5;0,5;3,71675879867596;0,5;2,12435173761302;3;1,25;0,5
1,99414401361446;0,5;2,5;0,5;3,19518097126632;2,5;4,66751190538868;1,58285570963419;3;3,14846176428183
0,5;4,5;0,5;4,5;1,5;0,5;0,5;1,53061164521175;2,25;0,5
0,5;3,44386863708496;0,5;4,5;1,69540451499419;0,5;0,5;1,25;2,25;0,5
1,25;0,5;1,64662362874794;0,5;3;1,49902742425866;0,5;3;0,668634568419603;1,25
0,5;2,31944458480899;0,5;1,75;1,25;0,5;3,5;2,9486506669543;1,20828807689635;0,5
2,5;0,75;2,5;0,75;4;2,5;0,5;1,75;4,66271339713722;2,5
1,25;2,25;1,25;2,25;1,5;1,25;2,5;3;3,5;1,25
2,81077408269549;0,5;2,5;0,5;3,30220064208945;2,5;4,5;1,2815358849622;3,13808528573163;2,26406240463257
1,03925672454725;0,75;2,5;0,75;4;2,5;0,5;1,75;4;2,5
1,25;2,25;1,25;2,25;1,5;1,25;2,5;3;3,5;1,25
3,70646695918705;0,5;2,49048110213619;0,5;3,5;2,5;4,4867347602205;1,25;3;3,78056748713393
0,763628912979564;0,5;1,25;0,5;2,96690901041353;1,25;0,5;3;1,41763817072736;1,25
2,5;0,75;3,7075122537592;0,75;4;2,5;0,5;1,75;4;2,5
2,5;0,75;3,67167013775169;0,75;4;2,5;0,5;1,75;4;1,87598872085846
2,5;0,75;2,5;0,75;4,32533441266293;3,03357659980356;0,5;0,902042777464745;3,26344803081055;2,90002172528767
0,5;0,5;0,5;0,5;3,25760587642789;0,5;3,5;3,51724648639432;1,25;0,5
0,5;0,5;0,5;0,5;3;0,5;3,5;3;0,742377574668442;0,5
2,5;0,75;2,5;0,75;4,91462917156267;1,1760221906826;0,5;2,00932684727447;4;2,5
2,5;0,5;2,5;0,5;3,5;2,4622725809283;4,3723970457783;1,25;2,3862576533045;3,83161671544966
2,84753784343951;3,5;2,12234570743625;3,5;2;2,50451066461602;0,5;2;4;2,5
0,5;0,5;0,5;0,5;3;0,5;3,18207410871148;3;1,25;0,5
2,5;0,632938477971097;2,5;0,75;4;2,5;0,5;2,85875095699856;3,81338599175838;2,8031974303551
0,5;4,5;0,5;4,67560853002388;1,5;0,5;0,5;1,25;2,25;0,5
1,25;3,00725341169501;1,98099756053695;2,25;1,5;1,25;2,5;3,83274299364199;3,30425003557664;1,25
2,5;0,75;2,5;0,827189516661311;4;2,5;0,5;1,75;4;2,35960532136243
1,25;2,25;1,25;0,908092856131537;1,5;1,25;2,5;3,86314907104855;3,5;0,667124087301606
1,8471884275075;1,53098952770233;2,5;0,519863022966247;4;2,5;0,5;1,75;4;1,5275291579438
2;0,75;2;0,75;3,18458928548945;2,39084337809628;4,37133401463336;0,5;2,94251796367695;2
1,25;2,25;1,25;1,33911381887231;1,5;1,25;2,5;3;3,5;1,25
2,8384024383679;1,12425542162929;3;1,70650192080368;4;2,42877231278865;0,5;0,5;4,5;3
3,3392223065436;0,5;2,5;0,5;3,62388983025397;2,5;4,5;1,74998893251176;2,82608175688706;2,66682419118789
2,5;3,5;2,5;3,5;2;2,5;0,5;2;4;2,5
2;0,75;2;0,858393129593876;4;1,52158510057329;4,5;0,5;3,5;1,76212040277297
1,18693314594539;0,5;2,5;0,5;3,05308364567025;2,5;4,5;1,25;3;2,5
1,43904785366685;0,5;0,764495524933792;0,5;3;1,25;0,5;3;1,25;1,25
0,5;1,75;0,5;1,75;2,25957560539246;0,5;3,5;3,09989534416231;1,15333865846197;0,5
1,67306751346824;0,5;1,29938819459611;0,5;3;1,25;0,5;3,59552468620032;1,25;0,72669740311182
2;0,930168623072174;2,76219662919743;0,920623693811066;4,69042276483514;2;4,5;0,5;3,5;2
1,25;2,75942096731599;1,25;3,17511972606886;1,82049241281137;1,25;2,5;3;3,5;0,00635531404986978
1,25;2,25;1,25998799212276;2,25;1,60972339129528;0,754555219902916;2,5;0,29821988940239;3,35606163710172;1,74286902264826
2,5;3,5;2,5;3,5;2;1,06735412546776;0,5;2;4;2,5
0,5;4,5;0,5;4,5;1,5;0,5;0,5;1,57321867163909;2,25;0,5
2,5;0,75;2,5;0,949502856912791;4;3,11249992256635;0,5;1,75;3,02884785552921;2,5
1,70408045323756;0,5;1,25;0,5;3;1,25;0,5;3;1,25;0,685636698820459
2,80824695704889;0,77730056702965;2,5;0,75;4;2,5;0,5;1,75;4;2,93347916190209
0,5;4,91270619440484;0,5;4,5;1,5;0,5;0,5;0,705061740570265;2,25;0,5
2,5;0,75;2,5;0,935562325145845;4;2,9874376202875;0,5;1,75;4;3,23756790498158
0,5;1,75;0,5;1,69174372227478;1,25;0,5;3,5;2,25;1,75;0,5
0,5;4,81450217394834;0,5;4,73471517336309;1,33145612819654;0,5;0,5;1,25;2,25;0,5
0,825344195508093;2,25;1,25;2,25;1,5;1,25;2,5;3;3,5;1,25
2,5;0,5;2,5;0,5;3,5;2,5;4,5;1,25;3;1,50853967131513
1,69068288788697;3,77812880360434;2,99694758932895;2,43687667904276;2;3,00359864765946;0,5;2;4,04067277908325;2,5
2,38704760111265;1,7940165301757;2,06469670965555;1,25;4;3;0,5;0,5;4,5;2,48714945581143
3,65415247839603;0,5;2,5;0,5;3,27430635330933;2,45297349218883;4,87474849814305;0,646511382258735;3;2,5
0,5;1,75;0,5;0,527329719172479;1,88957609161249;0,5;3,5;2,25;1,75;0,5
2,31263184096321;0,5;2,5;0,5;3,5;2,5;4,5;0,718850709599839;2,89386435546627;2,36466346185872
0,5;0,5;0,5;0,5;3;0,5;3,5;3;1,57782514839332;0,5
0,5;2,66045570078327;0,5;2,02441158612464;1,55381838234785;0,5;1,90931081771851;2,25;2,61135290894255;0,5
0,5;0,5;0,5;0,5;3;0,5;3,78469794559511;3;1,66732353003105;0,5
1,25;2,25;0,689900832804805;2,25;2,00369739532471;1,26547810866753;1,59631646731697;3;4,35280227661133;1,25
3,47517295809238;0,5;1,02784192051172;0,5;3,44192715009764;2,5;4,71279962114654;1,11782345507193;3,67243188511228;2,5
2,5;1,5;2,5;0,5;3,30154290250574;2,5;4,5;1,25;3;2,21764220493736
2;0,75;2,29107206654319;0,75;4;2;4,00375312939461;0,5;4,85235647617483;2,00757669331859
2,5;0,623031382040601;2,85181336144535;0,75;4;1,25342293654262;0,5;1,75;4,52791067656498;2,5
0,5;1,75;0,5;0,787485494179412;1,25;0,5;3,97148400171263;2,25;1,11078624129798;0,5
2,68081338223108;0,5;1,22274245518387;0,5;3,5;2,5;4,5;1,25;3,26177757850931;2,5
3,29275269447488;0,75;2,5;0,669687563166808;3,77860546112061;2,5;0,5;1,75;4;2,94650093184155
1,25;2,25;0,924696672905561;2,25745254604027;1,13840505254381;1,25;2,5;3;3,5;0,591560303974692
0,5;1,75;0,5;1,75;1,25;0,5;3,5;0,839781862143326;1,5099235926801;0,5
0,5;4,5;0,5;4,5;1,67710463641077;0,5;0,5;1,0912495474756;2,25;0,5
2,5;0,5;2,5;0,5;3,15577981535149;2,5;4,02924571047968;0;2,24612328607874;2,87653246003973
2,5;0,75;2,5;0,75;4;3,78736925125122;0,5;1,75;3,79313499703684;3,57687246407237
1,25;2,25;1,25;2,25;1,132075187346;0,593513628278633;3,97334567223366;3;3,5;1,56811138734599
0,5;4,5;0,5;4,5;2,55931973457336;0,5;0,5;1,42135990337532;2,25;0,5
0,5;4,91606294546093;0,5;4,5;1,45217554990769;0,5;0,5;1,25;2,25;0,5
0,5;4,62831697316296;0,5;4,5;1,6047676692739;0,5;0,5;1,25;2,56839426842909;0,5
0,5;4,58031701137326;0,5;4,65437006515189;1,5;0,5;0,5;1,25;1,71660371158114;0,5
2,5;0,75;2,5;0,75;4;2,5;0,5;1,75;4,40219974489985;1,02671517758943
2,5;0,5;2,5;0,5;3,63273317768831;1,77574145504075;4,5;1,25;2,48673746105597;2,5
1,25;2,25;1,25;2,25;1,5;1,13403059688119;2,5;3;3,5;1,24929341848441
1,25;0,5;1,25;0,5;3;1,95552848067858;0,5;3;1,18659671288291;1,25
0,5;1,75;0,5;1,75;1,25;0,5;4,53535541544452;2,25;1,75;0,5
2,5;0,75;2,5;0,75;4;2,5;0,5;1,75;4;2,5
1,33683475448603;3,58243102281468;2,5;3,5;1,99949859967432;2,5;0,5;1,27758937714509;4;2,5
2,5;0,5;3,57992161464874;0,5;3,5;2,5;4,18203657687737;1,25;3;2,5
2,5;0,5;2,5;0,5;3,11909101489889;2,5;4,42410676527028;1,25;3,49915266851855;2,5
1,91368579953615;3,5;2,5;3,5;2;2,5;0,5;3,56084585189819;4;2,5
2,5;0,5;2,5;0,5;3,5;2,5;4,5;1,25;3;3,78229312122906
0,5;1,75;0,5;2,03192078882452;1,0956849684453;0,5;3,5;2,68561708446854;1,75;0,5
0,5;1,75;0,5;1,75;1,25;0,5;3,86260199546814;2,25;2,23104404785253;0,5
1,54404318963366;2,92979210448907;1,25;2,25;1,5;1,25;2,5;3;3,5;1,66838124169427
0,5;4,5;0,5;4,5;1,5;0,5;0,5;1,25;3,69378446098128;0,5
0,5;4,49871569429464;0,5;4,5;1,39049283526395;0,5;0,5;1,82363209911791;1,30729602594268;0,5
2;0,689308740053935;1,05756827819048;0,75;4,39417353244227;2;4,47855962276392;0,5;3,5;2
3,12686608271993;3,5;2,74550000054087;4,6444539360909;2;1,38783548650697;0,5;2,19370676632678;3,66727182300169;2,5
2,66222205183572;0,962071115831878;2;0,75;3,45586775357643;1,99406565306432;4,5;0,5;3,5;1,24650194227998
2,5;0,5;3,28222228320419;0,5;3,67147989136701;2,6234588602667;4,75052518665349;1,25;3,11534632980607;2,5
1,25;2,25;1,25;3,13152044901229;1,5;1,25;2,5;3;3,95477043648938;1,25
1,68486446174088;0,75;2;0,75;4,20592295620866;1,15095291480001;4,5;0,5;3,5;1,77756345587669
2,5;3,75711615046352;2,5;3,5;2;2,5;0,5;2;3,0288714319602;2,5
0,5;0,5;0,5;0,5;3;0,5;3,37283309752719;3,46125715945906;1,25;0,5
1,25;2,25;1,25;2,25;1,5;1,57698694131197;2,5;3;3,5;1,89963526530174
0,5;0,5;0,5;0,5;3;0,5;3,87147192231914;3;0,539122361242362;0,5
0,5;4,5;0,5;4,74329635116425;1,5;0,5;0,5;0,987944242771689;2,25;0,5
3,40967987264026;1,25;3;1,25;4;3;0,5;0,5;4,56089430421632;2,82074427363497
0,5;4,88237133057898;0,5;4,5;1,04941258674926;0,5;0,5;1,87653279304504;2,25;0,5
0,5;4,5;0,5;4,5;1,5;0,5;0,5;1,25;2,84004249625841;0,5
2,5;0,75;2,5;0,75;4;1,8200586390775;0,5;2,5217485840068;4;2,5
1,02064714209207;0,75;2,06634187698364;0,693606703632328;4;2,20084954528178;0,5;1,75;4;1,09728502579838
0,5;4,56784969129034;0,5;4,5;1,83207681394745;0,5;0,5;1,60670747263669;2,25;0,5
2,5;3,31975301230315;2,5;2,8352541787714;1,81188711189287;2,5;0,5;2;4;2,5
3,30985093317453;0,811645699810072;2,30817449153782;0,75;4;2,5;0,5;1,75;4,85711271681688;1,70866287206703
0,5;4,80992011437654;0,5;4,72140576630896;1,98522844677103;0,5;0,5;1,54488063116785;2,25;0,5
2,67770139997718;0,98119186748806;3;1,25;4,55707814989476;2,01534106955647;0,5;0,5;4,00009691808377;3
1,25;2,25;0,518618167619509;2,25;1,5;1,25;2,5;2,63209890789916;2,02202776028869;1,25
3;1,25;3;1,68595533361004;4;3;0,5;0,5;3,50385808944702;2,8264429209877
1,93033691119884;0,5;2,5;0,5;3,98373489779594;2,5;4,28814527359239;1,25;3;2,5
2,5;0,5;2,00550112361345;0,5;3,5;3,56310183534543;4,5;1,25;3;2,78236337880714
0,5;4,5;0,5;4,5;1,5;0,5;0,5;1,25;2,25;0,5
2,19067686106575;0,5;2,5;0,5;3,5;2,816571061414;4,5;1,25;3;2,5
0,5;4,5;0,5;4,64003729896622;1,5;0,5;0,5;1,25;1,20419519893089;0,5
3,33885653146489;0,5;2,5;0,5;3,5;2,5;4,73710515617258;1,78908534477888;3;2,88537051616487
2,5;3,75125569698925;2,62575503095321;4,62499389640288;2;2,5;0,5;2;4;2,64473971056041
0,5;4,5;0,5;4,5;1,38681683055443;0,5;0,5;0,635688605315838;2,25;0,5
1,25;2,25;1,18755263890491;2,25;1,5;1,25;2,5;3;3,5;1,25
0,5;2,17900902413717;0,5;1,75;1,25;0,5;2,91129039549795;2,25;1,90068443091618;0,5
