;music_pop;gardening;music_pop;gardening;sport_stuff;music_pop;makup_beauty;both_toy;hightec;music_pop
father;3,27110734175477;0;2,81340611903621;0;0;2,74862562899879;0;0;0;2,33164354662022
single_men;0;0;2,605639255422;0;4,56913509851747;0;0;0;0;1,09148228168488
mother;1,16235109822003;1,36144118074395;0;0;0;0;0;0;0;2,24157524108887
boys;0;0;0,926857294946377;0,5;0;0;0;0;0;0
old_men;0,5;0;0;0;0;0;0;0,727488473163679;1,58598673766758;0,5
single_women;2,31449105046433;0;0;0,5;0;0;4,25793413643629;0;0;0
boys;1,74880641919971;0,5;0;0,5;0;1,56234118601416;0,5;0;0;0
young_women;1,65158179153296;0,797820413158192;0;0;3,71184342853345;1,90731842485597;0;0;0;1,55100650272845
single_women;0;0;2,44246983735006;0,5;0;2,34903583226215;4,0093538742556;0;0;0
mother;0;0;0;0;0;0,881852367372183;0;2,24603188421858;2,01970031253048;0
single_women;0;0;3,92895311253562;0;0;3,9948826567246;0;0;0;0
single_women;0;0,5;2,26438321604598;0;0;3,0901427590708;0;0;2,87190687883268;0
old_women;0,5;0;0,5;0;0;0,5;0;0;0;0
single_women;3,26431915548831;0;3,78780030402718;0;3,84142367394707;0;0;0,531840883908719;0;0
mother;1,44887784097757;2,97153850247689;1,77192132839557;0;0;0;0;3,55757742820195;4,18425501658779;0
old_women;0;0;0,5;2,17584087544858;1,95197618331387;0;3,6185432554309;0;0;0
father;0;0;0;0;0;1,2588809608756;0;0;0;0
young_women;0;0,733969815184348;0;0;1,48262715339661;0;0;0;0;0
mother;0;2,87535038375079;1,82695832817208;1,02369998163716;0;0,694334175761013;0;0;4,05558700815569;0
boys;0,760034510521234;0;0;0;0;0;0,5;2,72015405945487;0;0
father;0;0;0;2,85649906511255;0;0;0;2,34748534548445;0;2,24263654846821
mother;1,60888377721835;0;1,53875372188108;0;0;2,46321487426758;0;3,76186469558713;0;0
single_women;0;0;0;0;0;0;0;0;2,43872117996216;1,31898813197342
single_men;0;0,906048457327321;0;0,531834435198379;0;0;0;2,41059395061368;4,12683311809173;0
single_women;0;0;1,55283573435286;0;0;0;0;1,04102015590343;3,59503805897899;0
old_men;0;0;0;4,43562021406163;1,20876258761099;0;0;0,543702854096751;0;0
young_men;2,95759572040178;0,848022472508262;0;0;0;2,39911667183;0,5;0;0;0
single_men;2,10791375213671;0;3,9265479715199;0,822427805663286;0;0;0;0;0;3,06730674862271
single_men;0;0;0;0;4,68302424889199;0;0;0;4,22705150545903;0
mother;0;0,994523717087937;1,72675082540454;0;1,80739772962751;0;2,7943282843541;0;3,89683507517764;1,58706270628006
single_women;3,19012426128151;0;2,43405312273374;0,5;0;0;4,67576043292683;1,89409935143501;0;0
old_women;0,5;2,74364798736928;0;1,69271150845695;0;0,5;0;0;0;0
single_women;0;0;0;0;3,05550176746002;0;0;1,2095135346565;0;0
mother;0;0;0,13795180618763;0;1,11675718106178;0;1,12918384053241;3,08238142965472;0;1,03144647811141
mother;0;3,72192818425686;1,92542057760312;0;0;0;0;0;4,88463092170871;1,31191122313585
father;0;0;0;0;0;0;0;0;0;3,16008828541268
boys;1,82848728160769;0,5;0;0,5;0;0;0;3,00174748385406;1,28261116788844;1,87464371853259
single_women;0;0;1,94952469549585;0;0;0;0;0,83860148295695;0;0
single_women;0;0;0;0,5;3,44102197673219;2,62927490502096;0;0;3,30475820289215;0
single_women;0;0;0;0;0;0;0;0;0;0
father;1,1059368583867;2,34375590288255;2,70811502761585;0;1,17426996872494;2,81691235295353;0;0;0;0
old_men;0;4,1134282067015;0;0;0;0,5;0;0;0;0,5
single_women;0;0,5;0;0,5;3,47743514342114;0;4,24822186690207;0;2,58592582893834;0
old_men;0;0;0;4,57909316037739;0;0,5;0;0;0;0
old_women;0,5;2,38909887889824;0,5;0;0;0;4,72706434769885;0;0;0,5
mother;0,612302908959008;0;0;2,27384519426797;0;1,30939584472654;0;0;0;0
father;1,72196800900715;0;2,97938736108103;3,05750168676372;2,82290725774267;3,91758260825536;0;1,9860811927291;4,04104854214985;0
old_women;0;0;0,5;0;0;0;4,24995156761722;0;1,46544106303036;0,5
young_men;0;0;3,62132461723933;1,25716279971281;0;2,28860944336681;0;0;0;3,53979301803736
father;2,4909187715924;3,83158773967605;1,23390333225667;0;1,92752847118654;0;0;0;0;0
single_men;0;0;0;0;3,51053292234919;3,67998710632324;0,5;0;0;0
old_women;0,5;0;0,5;2,03448795156297;0;0;2,90097163287037;0;1,7932669470521;0
mother;1,39812948107632;2,72506761550903;1,28778701545102;0;1,74102293874185;0,781265692450696;0;3,83470774154864;0;0,804660599122132
girls;0,5;0;0,5;0;2,2285945155791;0;4,27033862484169;0;0;0
father;1,45109197890902;0;0;0;0;0;0,5;2,23987673932681;3,4188451722352;2,23128369647604
single_men;0;0;0,555938065052032;0,929158279639277;0;0;0;2,25954801578054;4,12696382269588;3,13278639136478
young_men;0;1,05700001123222;0;1,32103543324444;0;2,16637578614353;0;0,5;0;0
old_men;0,5;4,19906991915734;0,5;4,03434147082006;0;0,5;0,5;0;1,58835861323791;0,5
boys;0;0;1,77154290642196;0;0;0;0;0;0,758395132496206;0
single_men;0;0,620674729347229;2,02503992525164;0;0;0;0;1,22306279941605;0;0
single_men;2,31178005100776;0;0;0,636164683446365;0;1,82515460710281;0,5;0;0;0
old_women;0;1,02831560747154;0,5;0;0;0;0;0;1,527074485797;0,5
single_men;0;0;1,75186262407893;0;0;0;0;0;0;0
young_women;0;0,576372086571703;2,02747145342988;0,929641936407258;0;2,08772258604305;0;0,5;2,73989406541916;0
girls;0,5;0;0,5;0;3,87134321400493;0;0;0;0;0
father;3,61030477593201;0;2,38312850817252;3,9598985295556;0;2,73493805934439;0,5;0;0;1,07467927880337
young_women;0;0;0;0,873520449676328;0;0;4,47304413815636;0;0;0
old_women;0,5;0;0;0;1,12187205540103;0;2,81661059372901;1,87354310083834;0;0
old_women;0;0;0;2,96899759628298;0;0,5;0;1,82854540381979;1,77550837759651;0
old_men;0;0;0;4,93805385890326;1,84284541841729;0,5;0;1,76388787979441;0;0
old_men;0;4,61317507578674;0;0;0;0,5;0,5;0;1,56173212014219;0,5
mother;0;0;0;0;0;0;0;3,07398496245685;0;0
father;0;3,6872453613613;0;0;2,07716550355645;0;0,5;1,51999875089154;0;0
mother;0,845753801449087;0;0;0;1,01711109514214;0;0;3,6575619045913;4,56841634193827;1,62148322985577
single_women;0,655088603496552;0;1,55810204919339;0;0;0;0;0;0;3,76646214666146
old_men;0,5;4,47236295811476;0;4,35565880190379;0;0;0;0;0;0
old_women;0;2,05898799377446;0;2,21766614737812;0;0;3,76683026634475;3,76894656115628;0;0
young_men;3,97056991791845;0,684669910550429;0;0;3,17104620401331;3,56933652589532;0,5;0;4,37943930475947;0
boys;0;0;0;0;2,33530366063831;0;0;0;0;0
single_men;1,00710316142398;0;2,2705622349263;0,81989636892448;3,94089807986324;0;0,5;0,706403570578622;3,96897901919157;1,52057487867799
boys;0;0,5;0;0,5;0;1,95687366088707;0,5;3,55769121346888;1,95603168010712;0,620979433935592
young_women;0;0,577223134263057;2,67120005081929;0;0;0;0;0;0;2,61766743455905
single_men;0;0;0;0;0;3,58831552210651;0;0;3,21779533672044;1,51494481298837
mother;0;0;1,87041236617156;0;0;0;1,66789658212471;0;0;0
young_women;2,46256571517445;0,644301896749205;0;0;0;0;4,55026550150954;0;0;0
young_women;0;0;0;0;0;2,12663657084416;0;0;0;0
old_women;0,5;0;0;0;0;0;3,49715224630067;0;0;0,5
father;0;0;1,05514875429457;3,87987116765225;0;3,37330376048261;0;0;0;2,98938623535884
single_women;0;0;3,5222691048506;0,5;0;0;0;0;0;0
old_men;0;4,48710958449501;0;0;0;0,5;0,5;1,68159841964096;2,34829160051806;0
mother;0;3,93943881962422;0;0;0;0;0;2,80707918703886;2,96459714694163;0
boys;1,67939850882599;0;0;0;0;0;0;2,78847072869002;0;0
young_men;0;0;0;0;0;0;0;0,5;0;2,41949234829261
boys;0,935982000984243;0,5;0;0,5;3,95532592477059;0;0;0;0;0
mother;1,03243110656386;0;1,4047920987498;2,79396616844179;0;0,642113362737984;0;0;0;1,10516890818494
old_men;0,5;4,8262043892528;0,5;0;0;0;0,5;0;0;0
young_women;2,33064896489058;0;0;0,791733073904986;0;0;4,23263113025233;0;4,8844978589958;1,64686161775461
young_men;0;0;0;0;0;0;0;0,5;0;2,46722202862949
single_women;0;0;0;0;0;0;4,24974097649089;0;0;1,43828265668744
single_men;0;0,691907142378347;0;0;0;2,39386624302429;0;0;4,06105059248444;2,14005550236444
single_women;2,96044558983317;0;3,97723086037544;0;0;0;0;0;0;0
single_men;0;0;0;0;0;0;1,5;2,33654968712318;3,46294976606171;0
father;0;2,43638270834292;3,05327852305643;0;0;3,26935598639276;0,5;1,53913853342605;0;0
single_women;0;0;0;0;0;1,77337123582762;0;0;0;0
single_women;1,95274102313106;0;2,65658999078748;0;0;0;4,64700416226266;0;0;0
father;1,67123774842882;2,04945824390718;2,80115109626257;4,36564333660791;2,09302498637374;0;0;0;3,46287776085682;3,47012351801159
mother;0;2,41132258875823;0;0;1,22604035084417;0;0;0;0;1,25524569500948
old_women;0;1,39994141757486;0;0;0;0;4,88793226279688;1,80196993369701;0;1,5
mother;1,05424945757457;0;0;0;1,00045036431423;1,75984976662316;0;0;2,35352856915143;0
single_men;0;0;0;0;0;0;0;0;4,73151289472893;3,24464025732346
mother;1,57356385517566;0;0;0;0;0;0;0;0;0
father;3,55904948411465;0;1,79006933085158;0;0;0;0;1,27982385097063;0;0
father;1,27505927592286;0;0,423985958099365;3,41949805264338;2,55682424994038;0;0,5;0;0;0
girls;0;0;0;0;3,90502425371903;0;3,30676449337358;0;0;0
father;0;0;1,97361159183719;4,3705712782082;0;4,75981664657593;0;1,23897251591039;0;2,82048834945098
boys;0;0;0;0,5;0;0;0;2,36907743120989;0;0
mother;0;0,612849992752471;1,39268292318689;3,86269250552295;0;0,974152859754;0;0;0;0,826703132515169
young_women;0;0,683510542001347;0;0;0;0;4,38139567821352;0;2,87832598103132;2,82432580079153
father;0;2,13412982697325;0;2,33120371370167;0;0;0,5;0;0;3,2496883423299
old_women;0;0;0,5;0;0;0;0;0;2,47794920624138;0,5
father;0;0;1,22701648679889;0;2,5772082151739;1,9097226858139;0;1,16981817976097;0;3,52378689848063
single_women;0;0;2,86548142641107;0,5;3,61584306164451;2,99585410998941;4,59029686711277;0;0;1,32001416074113
boys;0;0,5;0,898807394969653;0,5;0;0;0;0;0;0
single_women;0;0,5;1,21671406189758;0;0;3,82066519876042;4,31392821544499;0,740272923484572;2,4537344241765;3,94711984970938
single_men;0;0;0;0;0;0;0;0;0;0
mother;0;0;0;1,85976576053527;0;1,46595411489995;3,83476382113749;0;0;0
old_men;0,5;4,99744697380692;0;4,40577643802659;1,51558343438226;0;0,5;0;3,43899197850329;0,5
mother;0;3,19349686088669;1,52975427151181;2,28974337307259;1,07162269906682;0;0;0;0;1,10398313990048
young_men;3,25763370155247;0;0;1,4264103227418;0;3,06885660768899;0;0;0;0
young_women;2,25112748146057;0;0;0;0;1,37458072247663;0;0,5;0;1,55171520568045
single_men;0;0,586740430019209;0;0,523934977140247;0;0;0,5;1,89104609675288;0;0
old_men;0;4,28582073668289;0;0;0;0;0;0,916065833492235;1,06473264799674;0,5
single_men;3,40759295150991;0;0;0;0;0;0,5;0;0;0
single_men;0;0;0;0;0;0;0;0;4,77202460624838;3,6909021673216
single_women;3,01919671847448;0,5;0;0;0;0;4,50466977362738;0;0;0
single_men;0;0;3,1497706487541;0,591479123379793;3,84972358441433;0;0;0;0;0
single_men;0;0;0;0,607731987772385;0;3,62391966051605;0;2,23038298461138;0;0
young_men;0;1,04164487241844;0;1,97769343665694;3,55791962265871;3,74011151107965;0;0;4,30638622925914;0
young_women;0;0;0;0,908407619646009;3,96965444505664;0;4,20270809726916;0;2,40585136479039;1,3788676300919
young_men;0;0;3,8709039473305;0;3,08392697949145;2,2354640226045;0,5;0,5;4,79152884091787;3,43616245940149
old_men;0,5;0;0;0;0;0;0;1,71834666198974;0;0,5
old_men;0;0;0;0;0;0;0;0;0;0
single_women;2,64416620956928;0;0;0;3,79455973198384;2,70250285589253;0;0;0;0
old_women;0;0;0;1,83785617351532;0;0;0;0;0;0,5
single_women;0;0;2,79847757229511;0,5;0;3,21852766732617;0;1,55317005261461;3,7330643645176;0
single_men;0;0;0;0;3,42634692714845;0;0,5;0;4,97966023067928;0
single_men;0;0,695015644745443;0;0;0;0;0;0;4,40437380848656;0
single_women;0;0;0;0;0;0;4,53444959900084;0;0;0
old_women;0;0;0,5;0;0,686735589376993;0,5;0;2,37900168023957;0;0,5
young_women;0;0,893395544911453;0;0;0;0;0;0;4,84901426073584;0
single_women;1,51264526020393;0;0;0,5;0;0;4,89105350146585;1,67227605575336;2,2652979801713;0
single_men;3,47328992861942;0,729570390996323;0;0,522355529257262;4,02508744552037;3,57062753549341;0;1,7787522812275;0;0
mother;0;0;0;0;2,71801352500916;0;1,50289589283191;0;0;0
single_women;2,03373526131443;0;1,26262358402024;0;0;1,95074956815259;0;0,960882771043518;0;0
single_women;0;0;0;0;3,07345843315125;0;0;0;0;0
single_women;0;0,5;0;0,5;0;2,2032912439682;4,20486071435961;1,64252890490113;0;2,40831247829288
boys;0,665252436960699;0;0,604909816805697;0;0;0,640819648113483;0,5;3,23439722193144;1,17499934051884;0
single_men;0;0;3,07421155649899;0,888757815067078;3,69654592065911;2,79397535324097;0;0;0;0
young_women;2,04555230915805;0,548834956739487;0;0,693648029208951;4,24926857522189;0;0;0,5;4,28230771295834;0
father;2,19671658109721;4,52146039089256;0;0;0;2,84492135047913;0;0;0;0
old_women;0;2,95792383791782;0,5;2,88543351641178;0;0,5;0;0;0;0
mother;0;0;0,561701570433426;1,81819319725037;0;0;3,35440626105033;0;0;1,21049146736529
old_women;0;0,88867388637209;0;0;0;0;0;3,25954463088864;1,27255588177245;0
boys;1,51098050852818;0;1,20293841217781;0,5;3,12283015769107;0;0;3,67692614424831;0;0
young_men;2,11361981002317;0;0;1,48665333305795;0;0;0,5;0;4,79085544580168;0
mother;0,804143917655639;2,41019749194858;0;0;0;1,67799244945775;0;0;4,40005476931113;0
single_men;0;0,790519070946853;0;0,948237152978888;0;0;0,5;0;0;0
single_women;0;0;3,09517199457398;0;0;2,44894477932199;0;0;0;0
young_women;2,41117083346991;0;0;0;3,22621481410517;2,70118269496652;0;0;0;1,94991071845866
girls;0,5;0;0;0;0;0,5;0;0;0,671824782933958;0
single_men;0;0;2,6058597609428;0,6389037739201;3,9486892274342;1,25993012369607;0,5;0;3,7982135288409;1,20463525746234
old_men;0;0;0;0;0;0,5;0;0;0;0
single_women;0;0,5;0;0;0;0;0;0;0;3,38670818805076
young_women;0;0;0;0,729780757673914;0;2,38881173608304;4,37370982038496;0,5;0;0
father;0;2,28977805436113;0;3,60090287243989;2,20182506237264;1,23546110896182;0;0;3,89909304720307;0
single_women;1,89574316930759;0,5;0;0;3,56572230745373;2,05293234253904;0;0;0;0
young_women;1,80474172290635;0;0;0;4,36818484653169;0;4,43336157008696;0;0;2,31943015815664
mother;0;2,16091425514823;0,552785335598879;0;1,13342110353216;0;0;2,68929036366255;0;0,92178490381771
father;0;0;0;0;0;0;0;2,54244081002774;0;0
boys;0;0;0;0;3,96440179364961;0;0;0;0;0
boys;0;0;0;0;2,75705028639969;0,947075179520564;0,5;2,9653365607212;1,10705696819679;1,19730876837732
single_women;1,73560098732617;0;2,26199340820313;0;3,29512909208198;2,90372172086673;4,19645808972253;0;2,41231832765616;0
old_men;0;0;0,5;4,67431936351318;1,2744816589516;0,5;0;0,993364775550256;2,10327064320597;0
father;1,90708533018226;0;0;0;0;1,45464405345481;0;0;0;0
single_men;2,53564013239725;0,96472697749954;0;0,853559421074372;0;0;0;2,50388868665504;0;3,8024322501395
single_women;0;0;0;0;3,63038470904826;3,16108175607449;4,63525040197896;0,806768635896392;0;0
single_men;0;0;1,91660433910629;0;0;2,04997762946877;0,5;0;3,40187973734079;0
father;0;0;0;0;1,51400702004973;0;0,5;0;3,87369587033693;0
father;0;3,95158196191843;0;4,49659482971607;1,86736708454199;0;1,5;0;0;2,22044851361795
single_women;0;0;0;0,5;0;3,96816099433608;4,43884018270245;0;2,71016140874017;0
mother;0;0;0,965428622889067;0;0;0;0;0;3,92688690541633;0
father;0;2,23774635244056;2,33288963247691;2,91493409262734;1,08294341158259;2,07129740951178;0;1,45042260384672;0;0
mother;0;0;1,445797803088;1,11441671848297;0;1,72015240682296;0;0;0;0
father;0;3,9222235008712;0;0;0;0;0,5;1,6619460809333;4,36320420883745;0
single_women;1,10041456162018;0,5;0;1,5;0;0;4,59075649156736;1,44403978550995;3,3221650623354;3,04135955033887
young_men;2,40051574278647;1,5389350280347;2,77067633195346;0;0;3,43284389536495;0,5;0;0;0
father;3,22064964669787;0;0;3,59552277046979;1,58678948720302;3,4855316507097;0;1,17813493412832;3,27708340355991;0
young_women;0;0,956468954662079;0;0;4,20018156021842;0;4,76270808268465;0,5;0;0
young_men;2,17402302016226;0;3,43683297626527;0;0;2,79678149837851;0;0;0;2,81068188921115
single_women;0;0;3,0799118904769;0,5;3,27606935253184;1,32981465492855;4,38112179766461;0;2,05005302375651;2,83873785931558
single_men;0;0,670588323227404;1,2301658709674;0;0;0;0;1,48426886647207;0;3,10334610897272
mother;0;0;0;1,8744062065959;0;0;0,342833489179611;0;0;1,24169509892431
single_men;3,75929976569456;0,574396228452398;3,75358690496236;0,506494074131592;0;0;0;0;0;0
single_women;0;0,5;3,18883420815171;0;3,53628382484256;0;4,66292244645903;1,44349825589149;0;0
single_men;2,42447555783413;0,610779155330164;2,94936397063982;0;0;0;0;0;4,67937859784783;0
boys;1,92194240350367;0;0,918308730199145;0,5;2,58582484935682;0;0;0;0;0
single_women;1,95540739593814;0,5;0;0;0;0;0;0;0;1,66185080337424
single_men;1,27974012739944;0;0;0,736616130562786;0;1,61587986425305;0;0;0;2,64810440207278
single_men;0;1,81631481647491;0;0,713734349801081;0;0;0;1,02583551408063;0;0
father;0;0;0;0;2,95465100461368;0;0,5;1,93973032522003;3,3726923085622;1,53234980978647
mother;0;0,695242408055459;0;3,81918161167725;0;0;0;0;0;0
mother;1,14643289458306;0;0,962738855491736;0;1,62315813015362;0;2,06191635553814;0;0;0
young_women;2,90564798186796;0;0;0;0;0;4,20454000458333;0,5;0;1,40536190774541
father;0;0;1,92110269559599;0;0;0;0;2,54112640467525;3,0069173127445;0
single_men;0;0;0;0,870762163712998;3,33175758660387;0;0;0;4,1840793058202;0
single_men;0;0;0;0,832276296490932;4,37774960481457;2,30193040673711;0,5;0;4,08953142166138;1,88465705601715
single_women;0;0,5;0;0;0;0;4,18261236752505;0,696199527101684;0;2,9449411378917
mother;1,05697787113347;0;1,11794925207177;0;0;0;0;0;3,87488177552581;0
single_women;0;0;0;0,5;0;2,26923754218465;0;0,613059069082634;3,09420066564074;2,81344940877215
single_men;0;0,715966936301425;0;0;0;0;0,5;1,93584290353388;0;2,13629533449947
father;0;0;0;0;2,69524884223938;2,72572538942365;0,5;0;0;0
single_women;3,12661248265142;0,5;0;0;0;0;0;1,78612861935335;0;0
father;0;3,20471525527756;0;0;0;0;0;0;0;0
single_women;0;0,5;2,36985147854772;0;3,92600824354496;0;0;0;3,84542621664956;0
mother;0;0;1,2110334251593;0;1,58560780369938;0,60199931128975;0;2,2615807094898;0;0
young_women;1,17106209423908;0;0;0,671345892674916;4,30479456358812;0;4,61709108604914;0,5;0;0
father;0;4,19434667015185;2,47861299220408;2,55413190766896;0;2,67840288098827;0;0;0;0
old_men;1,5;0;0;0;1,14725494384766;0,5;0,5;0;0;0
father;0;0;0;0;0;1,62321429356151;0,5;2,66875960662438;0;0
single_women;0;0;0;0,5;3,67006694929212;0;4,87766183068867;0,504296323286507;0;0
single_men;0;0,753138002824568;0;0,716877673853597;0;1,00619024504264;0;0;0;0
single_men;3,19047743835974;0,950616446999189;0;0,697265924512067;4,70839186557959;3,00158945238292;0;1,26356732089239;0;0
single_women;0;0;0;0;0;2,34132623455549;0;0;2,16462242052174;0
young_women;2,39704773826387;0,737983303022563;0;0;4,85178675681902;2,32886216944496;0;0,5;4,40096643818587;1,11175009986002
single_women;0;0,5;2,39903458319559;0;0;0;4,23351693723049;0,701238255808706;0;0
father;0;4,34803298038805;0;0;0;3,70984536349301;0;2,28529763840386;3,13775883621432;0
young_men;0;0;3,33493847834642;0;4,22742956281986;0;0;0;0;0
old_women;0;0;0,5;1,23200977674313;0;0;3,41319731875006;0;0;0,5
mother;0;2,67895960350472;1,34179108955049;2,33313747441077;0;0;0;0;3,04379771651877;0
single_women;0;0;3,64356688067483;0;0;3,11917320271915;0;0;0;1,02012169874279
single_men;3,55970620483146;0,681017757710543;3,7427440750146;0,881847722866502;0;0;0,5;0;3,53374119127809;0
old_women;0;0,606119547321517;0;0;1,16306576163651;0,5;0;0;0;0,5
single_women;2,84602405077127;0,5;3,59559468813035;0,5;3,75636599760333;0;4,31958769649248;0;0;2,52260635119053
young_men;3,13431866799217;0;2,18381513011819;0;0;0;0,5;0;4,68443227311803;0
single_men;0;0,845884840630873;3,69108479083101;0,965320409957934;0;1,32341769958074;0;1,82338238708832;4,27514280438197;0
single_women;0;0;0;0;0;1,51286087348725;0;1,61418408277174;0;0
single_men;1,35445929288606;0;0;0,855290810510186;3,3882436083575;1,50719554094001;0,5;2,41335299141396;0;0
father;3,2102981695022;2,89603425743805;0;0;0;3,16990974832788;0,5;0;0;3,2474889714492
mother;0,906271122818008;0;0;2,47201739273594;1,91777052586794;0;2,57336898128193;0;3,23571060562307;0
single_women;3,67471302425243;0;2,53774378892861;0,5;3,14405008877816;0;0;1,40534963850181;0;2,96549102895218
single_men;0;0;0;0,691302994355235;0;0;0;1,61901932331688;0;0
single_women;0;0;0;0,5;3,01839993103333;0;0;0;0;0
mother;0,786282799339985;0;0;0;1,82450235952833;0,919374406337738;0;2,24977487989225;0;0,882424775921937
mother;1,00071818148751;0;0;0;0;0;0;0;4,45185408855409;0
single_women;0;0;3,10827169525822;0,5;0;0;4,92517447468134;0;0;0
mother;0;0;0;3,37772430613531;1,44197054879832;0;3,19749986808631;2,09392180298172;0;1,70995738413649
old_men;0;0;0;0;1,06997603134717;0;0;1,86089755029459;0;0
single_men;1,20585499760036;0,923456723300487;0;0;0;0;0;2,3210439031576;3,77337758465362;3,32593870550671
single_women;3,17761379861162;0,5;0;0,5;3,3772112449525;1,48999663418624;0;0;0;0
young_women;0;0;0;0;4,9814291465941;0;0;0;4,59997666049748;1,68549413265916
boys;0;0;1,43358025440647;0;2,8166344635266;1,74249666707706;0;0;0;0
single_men;1,39086650982074;0;3,83997975235804;0;0;0;0,5;0,551462888717651;4,93598748740553;1,71991563854735
old_women;0,5;0;0;1,78811268545134;0,775827425660485;0;0;1,90918418434876;0;0
father;0;4,69329462092989;1,02323789895663;0;2,03182644445068;0;0,5;0;4,56092608140825;0
father;0;4,61442047898398;0;3,15659108904963;0;0;0,5;0,943794786930084;0;0
father;0;4,11561991000344;0;0;0;0;0;2,19257846809578;3,02988601849875;1,07887414194591
old_women;0;0,733041017890461;0,5;1,08633192003999;0;0,5;0;3,06337809519068;0;0
young_women;0;0,522607163303814;1,86367181356236;0,908556861294693;3,38804269134442;2,345944763788;0;0,5;0;0
mother;0,615984271567308;3,06032352129012;0;3,96201452937071;0;0;1,14400624164567;2,83985282054164;0;0
young_men;0;0;3,54372744240972;0;0;0;0;0;0;0
old_women;0;2,67612280728115;0;2,07320106126051;1,08724383105861;0,5;4,55244609506449;0;1,97158221526611;0
old_women;0;0;0;2,65511684173491;1,69579385998463;0,5;0;0;1,73778453154386;0,5
girls;0,5;0;0;0;0;0,5;0;0;1,33206328252892;0
boys;1,48351803397924;0;0,778911338783294;0,5;3,4106015122545;1,0084628798107;0,5;0;0;0
young_men;0;0,861473983322025;3,49284315178769;0;0;0;0;0;0;0
father;3,18818615571977;0;2,9321368643698;0;2,94472626594115;0;0;1,61769812955414;0;0
old_men;0;4,58457836675671;0,5;0;0;0;0;0,677389415994934;0;0,5
girls;0;0;0,5;0,5;3,31639478416946;0,5;4,87640196312051;0;0;0,5
mother;0;2,63144683215369;0,865091825772585;3,52666324890529;0;0;0;3,41870471994332;0;0
father;2,88635811111255;2,38828477048701;0;0;0;1,00871347310427;0;0;0;0
young_women;2,4651844377933;0;2,47668682293812;0,721910606474574;3,07527351476032;0;0;0,5;2,42243994745539;0
single_women;0;0;1,57179995513139;0;0;0;4,68724831272254;0;3,09375869347423;0
single_women;0;0;3,60282418299598;0;0;0;4,99962214194221;0;0;0
mother;0;1,26131986815544;1,32161513963789;0;0;0;2,05116533397285;0;0;0
single_women;0;0,5;1,21201434275695;0,5;3,36973027529648;2,6118715329151;0;0;2,65871876881398;0
mother;1,90992594017178;0;0;2,61201970074886;0;1,10345941693683;0;0;0;1,58546189409004
young_men;0;1,09052770356207;0;0,749867571401348;0;3,22428726741312;0;0,5;4,47384329395082;1,36092126369476
father;0;0;0;3,63456793298692;1,22459905605046;0;0;0;0;0
single_men;3,7736114784021;0;3,5930155220409;0,627679369937479;4,47296486118481;0;0,5;0;3,74118525941911;0
young_women;0;0,906048102726251;1,74519375466983;0;4,4542022400788;0;4,1618629354806;0;0;0
old_women;0;2,43338001586189;0;2,64899808734143;1,59275727071462;0,5;3,0934832049969;0;0;0
single_women;0;0;1,44968794027795;0;0;0;4,48109363926626;0;0;1,6330221833815
single_women;0;0,5;0;0;0;1,69592446493726;0;1,85255613869641;2,09091441710056;2,48660099901566
single_women;0;0,5;0;0;3,69766634781736;0;0;1,75415836915102;3,22426812780288;0
father;0;0;0;3,106823490051;0;0;0,5;0;3,86921772587542;0
mother;0,647222211653005;2,59417271614075;0;0,686814112442925;0;1,14998471697326;1,27111703496013;0;2,14592058032095;0
young_men;3,68856183704388;0;0;0,801974315802555;0;3,83209546647598;0,5;0;0;0
old_women;0;0;0;2,33056760315344;0;0;0;1,7750645271852;2,3588442620164;0
single_men;0;0;0;0;4,14039302484151;0;0;0;4,34137167471525;0
father;0;0;0;4,44473063035157;2,87315497634614;0;0,5;0;0;0
mother;0;3,8050023346697;0;2,03327842547245;0;0,822427444775788;0;3,1234840718673;4,26349853922776;1,35638099063951
single_men;2,02954710229745;0,926569021738399;3,24343067884605;0;3,79607709534284;0;0;0;4,25278417172506;0
mother;0;0;1,02368086903527;2,97970403287546;0;0;3,82155484558156;0;4,53603202781455;0
single_men;3,79538093358063;0,937751513876837;2,72359996229578;0,955685920061397;0;0;0;0;0;2,34787016238452
girls;0;0;0,5;0;3,71675879867596;0;2,12435173761302;0;0;0,5
single_women;1,99414401361446;0,5;0;0,5;3,19518097126632;0;4,66751190538868;1,58285570963419;0;3,14846176428183
old_men;0;0;0;0;0;0;0,5;1,53061164521175;0;0
old_men;0,5;3,44386863708496;0,5;0;1,69540451499419;0,5;0;0;0;0
boys;0;0;1,64662362874794;0,5;0;1,49902742425866;0;0;0,668634568419603;0
old_women;0;2,31944458480899;0;0;0;0,5;0;2,9486506669543;1,20828807689635;0,5
single_men;0;0;0;0;0;0;0,5;0;4,66271339713722;0
mother;0;0;0;0;0;0;0;0;0;0
single_women;2,81077408269549;0;0;0,5;3,30220064208945;0;0;1,2815358849622;3,13808528573163;2,26406240463257
single_men;1,03925672454725;0;0;0;0;0;0;0;0;0
mother;0;0;0;0;0;0;0;0;0;0
single_women;3,70646695918705;0;2,49048110213619;0;0;0;4,4867347602205;0;0;3,78056748713393
boys;0,763628912979564;0,5;0;0;2,96690901041353;0;0,5;0;1,41763817072736;0
single_men;0;0;3,7075122537592;0;0;0;0,5;0;0;0
single_men;0;0;3,67167013775169;0;0;0;0;0;0;1,87598872085846
